Antal nya cancerfall per 100 000 personer (crude rate), Ålder: 0-85+, Diagnos:191 Tumör i huden, ej malignt melanom, oavsett tumörtyp
År;Region;Ålder;Män;Kvinnor
2006;Blekinge län;35­39;0,00;0,00
2006;Blekinge län;40­44;0,00;0,00
2006;Blekinge län;45­49;21,15;0,00
2006;Blekinge län;50­54;0,00;0,00
2006;Blekinge län;55­59;0,00;55,67
2006;Blekinge län;60­64;54,31;0,00
2006;Blekinge län;65­69;218,87;0,00
2006;Blekinge län;70­74;176,91;57,31
2006;Blekinge län;75­79;333,95;59,47
2006;Blekinge län;80­84;617,28;210,27
2006;Blekinge län;85+;843,88;346,56
2006;Skåne län;0­4;0,00;0,00
2006;Skåne län;5­9;0,00;0,00
2006;Skåne län;10­14;0,00;0,00
2006;Skåne län;15­19;0,00;0,00
2006;Skåne län;20­24;0,00;0,00
2006;Skåne län;25­29;2,63;0,00
2006;Skåne län;30­34;0,00;2,56
2006;Skåne län;35­39;2,42;2,48
2006;Skåne län;40­44;4,78;4,92
2006;Skåne län;45­49;8,04;8,19
2006;Skåne län;50­54;16,26;10,89
2006;Skåne län;55­59;15,27;17,66
2006;Skåne län;60­64;81,84;31,91
2006;Skåne län;65­69;120,73;62,92
2006;Skåne län;70­74;269,58;90,75
2006;Skåne län;75­79;390,49;181,02
2006;Skåne län;80­84;544,01;262,14
2006;Skåne län;85+;1 343,72;567,96
2006;Hallands län;0­4;0,00;0,00
2006;Hallands län;5­9;0,00;0,00
2006;Hallands län;10­14;0,00;0,00
2006;Hallands län;15­19;0,00;0,00
2006;Hallands län;20­24;12,12;0,00
2006;Hallands län;25­29;0,00;0,00
2006;Hallands län;30­34;0,00;0,00
2006;Hallands län;35­39;0,00;0,00
2006;Hallands län;40­44;0,00;9,92
2006;Hallands län;45­49;31,96;31,81
2006;Hallands län;50­54;32,24;32,87
2006;Hallands län;55­59;50,29;110,96
2006;Hallands län;60­64;83,90;52,84
2006;Hallands län;65­69;169,18;266,99
2006;Hallands län;70­74;317,11;146,94
2006;Hallands län;75­79;441,01;448,71
2006;Hallands län;80­84;1 121,01;477,92
2006;Hallands län;85+;1 331,56;1 145,78
2006;Västra Götalands län;0­4;0,00;0,00
2006;Västra Götalands län;5­9;0,00;0,00
2006;Västra Götalands län;10­14;0,00;0,00
2006;Västra Götalands län;15­19;0,00;0,00
2006;Västra Götalands län;20­24;0,00;2,20
2006;Västra Götalands län;25­29;0,00;0,00
2006;Västra Götalands län;30­34;0,00;0,00
2006;Västra Götalands län;35­39;3,64;5,67
2006;Västra Götalands län;40­44;8,92;13,10
2006;Västra Götalands län;45­49;7,97;12,32
2006;Västra Götalands län;50­54;18,42;16,57
2006;Västra Götalands län;55­59;36,89;35,53
2006;Västra Götalands län;60­64;58,57;51,19
2006;Västra Götalands län;65­69;126,36;96,35
2006;Västra Götalands län;70­74;238,72;110,43
2006;Västra Götalands län;75­79;411,77;162,75
2006;Västra Götalands län;80­84;686,77;322,48
2006;Västra Götalands län;85+;1 142,23;475,14
2006;Värmlands län;0­4;0,00;0,00
2006;Värmlands län;5­9;0,00;0,00
2006;Värmlands län;10­14;0,00;0,00
2006;Värmlands län;15­19;0,00;0,00
2006;Värmlands län;20­24;0,00;0,00
2006;Värmlands län;25­29;0,00;0,00
2006;Värmlands län;30­34;0,00;0,00
2006;Värmlands län;35­39;0,00;0,00
2006;Värmlands län;40­44;0,00;11,00
2006;Värmlands län;45­49;22,11;0,00
2006;Värmlands län;50­54;0,00;0,00
2006;Värmlands län;55­59;29,62;10,34
2006;Värmlands län;60­64;95,19;64,02
2006;Värmlands län;65­69;101,21;40,54
2006;Värmlands län;70­74;308,75;89,08
2006;Värmlands län;75­79;254,55;268,16
2006;Värmlands län;80­84;520,98;335,51
2006;Värmlands län;85+;1 140,83;492,24
2006;Örebro län;0­4;0,00;0,00
2006;Örebro län;5­9;0,00;0,00
2006;Örebro län;10­14;0,00;0,00
2006;Örebro län;15­19;0,00;0,00
2006;Örebro län;20­24;0,00;0,00
2006;Örebro län;25­29;12,45;0,00
2006;Örebro län;30­34;0,00;11,83
2006;Örebro län;35­39;10,70;0,00
2006;Örebro län;40­44;0,00;0,00
2006;Örebro län;45­49;0,00;11,90
2006;Örebro län;50­54;11,33;0,00
2006;Örebro län;55­59;101,73;10,24
2006;Örebro län;60­64;20,79;42,17
2006;Örebro län;65­69;44,48;29,24
2006;Örebro län;70­74;121,02;53,77
2006;Örebro län;75­79;279,39;107,03
2006;Örebro län;80­84;501,40;79,08
2006;Örebro län;85+;392,08;355,34
2006;Västmanlands län;0­4;0,00;0,00
2006;Västmanlands län;5­9;0,00;0,00
2006;Västmanlands län;10­14;0,00;0,00
2006;Västmanlands län;15­19;0,00;0,00
2006;Västmanlands län;20­24;0,00;0,00
2006;Västmanlands län;25­29;0,00;15,55
2006;Västmanlands län;30­34;0,00;0,00
2006;Västmanlands län;35­39;11,37;0,00
2006;Västmanlands län;40­44;21,73;0,00
2006;Västmanlands län;45­49;0,00;0,00
2006;Västmanlands län;50­54;25,20;0,00
2006;Västmanlands län;55­59;0,00;22,60
2006;Västmanlands län;60­64;47,36;11,64
2006;Västmanlands län;65­69;0,00;30,79
2006;Västmanlands län;70­74;105,95;18,80
2006;Västmanlands län;75­79;274,35;57,53
2006;Västmanlands län;80­84;272,06;203,60
2006;Västmanlands län;85+;493,95;230,97
2006;Dalarnas län;0­4;0,00;0,00
2006;Dalarnas län;5­9;0,00;0,00
2006;Dalarnas län;10­14;0,00;0,00
2006;Dalarnas län;15­19;0,00;0,00
2006;Dalarnas län;20­24;0,00;0,00
2006;Dalarnas län;25­29;0,00;0,00
2006;Dalarnas län;30­34;0,00;0,00
2006;Dalarnas län;35­39;0,00;0,00
2006;Dalarnas län;40­44;0,00;0,00
2006;Dalarnas län;45­49;0,00;11,12
2006;Dalarnas län;50­54;10,19;0,00
2006;Dalarnas län;55­59;27,70;9,80
2006;Dalarnas län;60­64;59,65;20,70
2006;Dalarnas län;65­69;112,34;41,33
2006;Dalarnas län;70­74;69,64;109,97
2006;Dalarnas län;75­79;270,07;47,97
2006;Dalarnas län;80­84;481,48;276,50
2006;Dalarnas län;85+;767,82;350,20
2006;Gävleborgs län;0­4;0,00;0,00
2006;Gävleborgs län;5­9;0,00;0,00
2006;Gävleborgs län;10­14;0,00;0,00
2006;Gävleborgs län;15­19;0,00;0,00
2006;Gävleborgs län;20­24;0,00;0,00
2006;Gävleborgs län;25­29;0,00;0,00
2006;Gävleborgs län;30­34;0,00;0,00
2006;Gävleborgs län;35­39;0,00;0,00
2006;Gävleborgs län;40­44;0,00;0,00
2006;Gävleborgs län;45­49;0,00;22,93
2006;Gävleborgs län;50­54;52,83;0,00
2006;Gävleborgs län;55­59;28,22;19,50
2006;Gävleborgs län;60­64;29,52;30,35
2006;Gävleborgs län;65­69;55,52;0,00
2006;Gävleborgs län;70­74;118,90;60,99
2006;Gävleborgs län;75­79;180,60;64,62
2006;Gävleborgs län;80­84;492,81;74,24
2006;Gävleborgs län;85+;404,04;188,91
2006;Västernorrlands län;0­4;0,00;0,00
2006;Västernorrlands län;5­9;0,00;0,00
2006;Västernorrlands län;10­14;0,00;0,00
2006;Västernorrlands län;15­19;0,00;0,00
2006;Västernorrlands län;20­24;0,00;0,00
2006;Västernorrlands län;25­29;0,00;0,00
2006;Västernorrlands län;30­34;0,00;0,00
2006;Västernorrlands län;35­39;0,00;0,00
2006;Västernorrlands län;40­44;0,00;0,00
2006;Västernorrlands län;45­49;0,00;0,00
2006;Västernorrlands län;50­54;11,80;0,00
2006;Västernorrlands län;55­59;0,00;11,29
2006;Västernorrlands län;60­64;0,00;11,62
2006;Västernorrlands län;65­69;30,27;14,88
2006;Västernorrlands län;70­74;315,87;16,59
2006;Västernorrlands län;75­79;67,32;34,76
2006;Västernorrlands län;80­84;213,02;41,34
2006;Västernorrlands län;85+;234,03;177,03
2006;Jämtlands län;0­4;0,00;0,00
2006;Jämtlands län;5­9;0,00;0,00
2006;Jämtlands län;10­14;0,00;0,00
2006;Jämtlands län;15­19;0,00;0,00
2006;Jämtlands län;20­24;0,00;0,00
2006;Jämtlands län;25­29;0,00;0,00
2006;Jämtlands län;30­34;0,00;0,00
2006;Jämtlands län;35­39;0,00;0,00
2006;Jämtlands län;40­44;0,00;0,00
2006;Jämtlands län;45­49;0,00;0,00
2006;Jämtlands län;50­54;0,00;23,29
2006;Jämtlands län;55­59;0,00;0,00
2006;Jämtlands län;60­64;0,00;0,00
2006;Jämtlands län;65­69;64,04;61,55
2006;Jämtlands län;70­74;75,03;0,00
2006;Jämtlands län;75­79;88,95;0,00
2006;Jämtlands län;80­84;168,54;157,11
2006;Jämtlands län;85+;220,75;272,53
2006;Västerbottens län;0­4;0,00;0,00
2006;Västerbottens län;5­9;0,00;0,00
2006;Västerbottens län;10­14;0,00;0,00
2006;Västerbottens län;15­19;0,00;0,00
2006;Västerbottens län;20­24;0,00;0,00
2006;Västerbottens län;25­29;0,00;0,00
2006;Västerbottens län;30­34;0,00;0,00
2006;Västerbottens län;35­39;11,91;0,00
2006;Västerbottens län;40­44;0,00;0,00
2006;Västerbottens län;45­49;0,00;0,00
2006;Västerbottens län;50­54;0,00;0,00
2006;Västerbottens län;55­59;0,00;0,00
2006;Västerbottens län;60­64;12,38;0,00
2006;Västerbottens län;65­69;49,82;15,61
2006;Västerbottens län;70­74;119,19;35,17
2006;Västerbottens län;75­79;170,23;56,95
2006;Västerbottens län;80­84;33,36;46,11
2006;Västerbottens län;85+;51,02;230,62
2006;Norrbottens län;0­4;0,00;0,00
2006;Norrbottens län;5­9;0,00;0,00
2006;Norrbottens län;10­14;0,00;0,00
2006;Norrbottens län;15­19;0,00;0,00
2006;Norrbottens län;20­24;0,00;15,86
2006;Norrbottens län;25­29;0,00;0,00
2006;Norrbottens län;30­34;0,00;14,62
2006;Norrbottens län;35­39;0,00;0,00
2006;Norrbottens län;40­44;0,00;0,00
2006;Norrbottens län;45­49;0,00;0,00
2006;Norrbottens län;50­54;0,00;11,70
2006;Norrbottens län;55­59;0,00;10,82
2006;Norrbottens län;60­64;0,00;12,11
2006;Norrbottens län;65­69;0,00;28,23
2006;Norrbottens län;70­74;34,94;16,24
2006;Norrbottens län;75­79;177,58;35,96
2006;Norrbottens län;80­84;267,96;94,97
2006;Norrbottens län;85+;221,42;328,68
2005;Riket;0­4;0,00;0,00
2005;Riket;5­9;0,00;0,00
2005;Riket;10­14;0,00;0,00
2005;Riket;15­19;0,00;0,00
2005;Riket;20­24;0,00;0,78
2005;Riket;25­29;0,72;0,37
2005;Riket;30­34;0,97;1,33
2005;Riket;35­39;2,43;1,27
2005;Riket;40­44;3,13;4,24
2005;Riket;45­49;5,72;8,32
2005;Riket;50­54;11,25;10,42
2005;Riket;55­59;23,45;23,36
2005;Riket;60­64;46,50;32,57
2005;Riket;65­69;85,47;46,62
2005;Riket;70­74;149,03;79,54
2005;Riket;75­79;295,54;128,09
2005;Riket;80­84;492,30;173,37
2005;Riket;85+;805,57;386,38
2005;Stockholms län;0­4;0,00;0,00
2005;Stockholms län;5­9;0,00;0,00
2005;Stockholms län;10­14;0,00;0,00
2005;Stockholms län;15­19;0,00;0,00
2005;Stockholms län;20­24;0,00;1,91
2005;Stockholms län;25­29;0,00;1,49
2005;Stockholms län;30­34;1,27;1,28
2005;Stockholms län;35­39;2,60;2,66
2005;Stockholms län;40­44;4,09;8,50
2005;Stockholms län;45­49;6,31;3,28
2005;Stockholms län;50­54;19,01;13,95
2005;Stockholms län;55­59;29,51;17,32
2005;Stockholms län;60­64;59,45;40,05
2005;Stockholms län;65­69;97,02;42,43
2005;Stockholms län;70­74;132,18;73,81
2005;Stockholms län;75­79;369,26;180,51
2005;Stockholms län;80­84;469,93;175,63
2005;Stockholms län;85+;918,55;391,65
2005;Uppsala län;0­4;0,00;0,00
2005;Uppsala län;5­9;0,00;0,00
2005;Uppsala län;10­14;0,00;0,00
2005;Uppsala län;15­19;0,00;0,00
2005;Uppsala län;20­24;0,00;0,00
2005;Uppsala län;25­29;0,00;0,00
2005;Uppsala län;30­34;0,00;0,00
2005;Uppsala län;35­39;0,00;0,00
2005;Uppsala län;40­44;0,00;0,00
2005;Uppsala län;45­49;19,82;48,91
2005;Uppsala län;50­54;10,02;9,90
2005;Uppsala län;55­59;8,90;26,67
2005;Uppsala län;60­64;31,70;10,81
2005;Uppsala län;65­69;31,48;45,90
2005;Uppsala län;70­74;207,00;54,95
2005;Uppsala län;75­79;72,32;118,35
2005;Uppsala län;80­84;224,29;172,84
2005;Uppsala län;85+;1 220,34;270,18
2005;Södermanlands län;0­4;0,00;0,00
2005;Södermanlands län;5­9;0,00;0,00
2005;Södermanlands län;10­14;0,00;0,00
2005;Södermanlands län;15­19;0,00;0,00
2005;Södermanlands län;20­24;0,00;0,00
2005;Södermanlands län;25­29;15,09;0,00
2005;Södermanlands län;30­34;0,00;0,00
2005;Södermanlands län;35­39;0,00;0,00
2005;Södermanlands län;40­44;11,09;11,55
2005;Södermanlands län;45­49;0,00;0,00
2005;Södermanlands län;50­54;0,00;0,00
2005;Södermanlands län;55­59;29,93;60,28
2005;Södermanlands län;60­64;33,22;45,36
2005;Södermanlands län;65­69;30,09;29,98
2005;Södermanlands län;70­74;58,20;34,47
2005;Södermanlands län;75­79;119,30;147,72
2005;Södermanlands län;80­84;341,40;20,06
2005;Södermanlands län;85+;817,31;174,03
2005;Östergötlands län;0­4;0,00;0,00
2005;Östergötlands län;5­9;0,00;0,00
2005;Östergötlands län;10­14;0,00;0,00
2005;Östergötlands län;15­19;0,00;0,00
2005;Östergötlands län;20­24;0,00;7,84
2005;Östergötlands län;25­29;0,00;0,00
2005;Östergötlands län;30­34;0,00;0,00
2005;Östergötlands län;35­39;0,00;0,00
2005;Östergötlands län;40­44;0,00;0,00
2005;Östergötlands län;45­49;14,89;7,77
2005;Östergötlands län;50­54;7,54;0,00
2005;Östergötlands län;55­59;20,54;20,61
2005;Östergötlands län;60­64;31,00;31,36
2005;Östergötlands län;65­69;74,33;60,85
2005;Östergötlands län;70­74;94,36;45,87
2005;Östergötlands län;75­79;292,65;71,34
2005;Östergötlands län;80­84;378,41;156,23
2005;Östergötlands län;85+;351,44;352,51
2005;Jönköpings län;0­4;0,00;0,00
2005;Jönköpings län;5­9;0,00;0,00
2005;Jönköpings län;10­14;0,00;0,00
2005;Jönköpings län;15­19;0,00;0,00
2005;Jönköpings län;20­24;0,00;0,00
2005;Jönköpings län;25­29;0,00;0,00
2005;Jönköpings län;30­34;19,25;0,00
2005;Jönköpings län;35­39;0,00;0,00
2005;Jönköpings län;40­44;17,73;0,00
2005;Jönköpings län;45­49;18,71;0,00
2005;Jönköpings län;50­54;0,00;9,71
2005;Jönköpings län;55­59;34,88;53,28
2005;Jönköpings län;60­64;50,47;10,24
2005;Jönköpings län;65­69;68,67;50,24
2005;Jönköpings län;70­74;309,12;55,65
2005;Jönköpings län;75­79;430,07;154,65
2005;Jönköpings län;80­84;628,71;254,15
2005;Jönköpings län;85+;666,78;320,57
2005;Kronobergs län;0­4;0,00;0,00
2005;Kronobergs län;5­9;0,00;0,00
2005;Kronobergs län;10­14;0,00;0,00
2005;Kronobergs län;15­19;0,00;0,00
2005;Kronobergs län;20­24;0,00;0,00
2005;Kronobergs län;25­29;0,00;0,00
2005;Kronobergs län;30­34;0,00;0,00
2005;Kronobergs län;35­39;0,00;0,00
2005;Kronobergs län;40­44;0,00;0,00
2005;Kronobergs län;45­49;17,54;0,00
2005;Kronobergs län;50­54;0,00;0,00
2005;Kronobergs län;55­59;61,37;16,07
2005;Kronobergs län;60­64;53,48;0,00
2005;Kronobergs län;65­69;0,00;23,09
2005;Kronobergs län;70­74;86,68;0,00
2005;Kronobergs län;75­79;453,81;26,21
2005;Kronobergs län;80­84;994,20;123,72
2005;Kronobergs län;85+;819,67;303,54
2005;Kalmar län;0­4;0,00;0,00
2005;Kalmar län;5­9;0,00;0,00
2005;Kalmar län;10­14;0,00;0,00
2005;Kalmar län;15­19;0,00;0,00
2005;Kalmar län;20­24;0,00;0,00
2005;Kalmar län;25­29;0,00;0,00
2005;Kalmar län;30­34;0,00;0,00
2005;Kalmar län;35­39;13,02;0,00
2005;Kalmar län;40­44;0,00;13,42
2005;Kalmar län;45­49;0,00;13,16
2005;Kalmar län;50­54;24,65;25,76
2005;Kalmar län;55­59;22,28;11,45
2005;Kalmar län;60­64;50,31;12,85
2005;Kalmar län;65­69;145,42;62,48
2005;Kalmar län;70­74;118,61;35,18
2005;Kalmar län;75­79;305,77;75,27
2005;Kalmar län;80­84;216,32;250,16
2005;Kalmar län;85+;1 096,58;411,12
2005;Gotlands län;0­4;0,00;0,00
2005;Gotlands län;5­9;0,00;0,00
2005;Gotlands län;10­14;0,00;0,00
2005;Gotlands län;15­19;0,00;0,00
2005;Gotlands län;20­24;0,00;0,00
2005;Gotlands län;25­29;0,00;0,00
2005;Gotlands län;30­34;0,00;0,00
2005;Gotlands län;35­39;0,00;0,00
2005;Gotlands län;40­44;52,88;0,00
2005;Gotlands län;45­49;0,00;0,00
2005;Gotlands län;50­54;0,00;0,00
2005;Gotlands län;55­59;45,20;93,94
2005;Gotlands län;60­64;103,90;53,15
2005;Gotlands län;65­69;212,31;67,98
2005;Gotlands län;70­74;90,38;76,92
2005;Gotlands län;75­79;766,70;170,07
2005;Gotlands län;80­84;0,00;308,32
2005;Gotlands län;85+;604,23;474,16
2005;Blekinge län;0­4;0,00;0,00
2005;Blekinge län;5­9;0,00;0,00
2005;Blekinge län;10­14;0,00;0,00
2005;Blekinge län;15­19;0,00;0,00
2005;Blekinge län;20­24;0,00;0,00
2005;Blekinge län;25­29;0,00;0,00
2005;Blekinge län;30­34;0,00;22,45
2005;Blekinge län;35­39;0,00;0,00
2005;Blekinge län;40­44;0,00;0,00
2005;Blekinge län;45­49;0,00;43,71
2005;Blekinge län;50­54;0,00;40,59
2005;Blekinge län;55­59;0,00;0,00
2005;Blekinge län;60­64;38,14;0,00
2005;Blekinge län;65­69;24,71;23,73
2005;Blekinge län;70­74;179,96;57,17
2005;Blekinge län;75­79;261,15;268,14
2005;Blekinge län;80­84;707,43;102,97
2005;Blekinge län;85+;299,96;321,66
2005;Skåne län;0­4;0,00;0,00
2005;Skåne län;5­9;0,00;0,00
2005;Skåne län;10­14;0,00;0,00
2005;Skåne län;15­19;0,00;0,00
2005;Skåne län;20­24;0,00;0,00
2005;Skåne län;25­29;2,66;0,00
2005;Skåne län;30­34;0,00;0,00
2005;Skåne län;35­39;2,40;2,46
2005;Skåne län;40­44;2,47;2,54
2005;Skåne län;45­49;8,07;8,25
2005;Skåne län;50­54;8,11;8,09
2005;Skåne län;55­59;22,47;34,90
2005;Skåne län;60­64;89,07;50,34
2005;Skåne län;65­69;106,26;57,41
2005;Skåne län;70­74;205,03;127,18
2005;Skåne län;75­79;282,50;127,78
2005;Skåne län;80­84;601,78;193,74
2005;Skåne län;85+;733,11;569,29
2005;Hallands län;0­4;0,00;0,00
2005;Hallands län;5­9;0,00;0,00
2005;Hallands län;10­14;0,00;0,00
2005;Hallands län;15­19;0,00;0,00
2005;Hallands län;20­24;0,00;0,00
2005;Hallands län;25­29;0,00;0,00
2005;Hallands län;30­34;0,00;11,54
2005;Hallands län;35­39;9,96;0,00
2005;Hallands län;40­44;10,10;10,21
2005;Hallands län;45­49;10,65;10,66
2005;Hallands län;50­54;32,28;43,91
2005;Hallands län;55­59;39,48;39,62
2005;Hallands län;60­64;44,46;45,37
2005;Hallands län;65­69;205,69;229,56
2005;Hallands län;70­74;360,36;314,39
2005;Hallands län;75­79;397,75;341,08
2005;Hallands län;80­84;1 269,57;593,23
2005;Hallands län;85+;888,53;643,02
2005;Västra Götalands län;0­4;0,00;0,00
2005;Västra Götalands län;5­9;0,00;0,00
2005;Västra Götalands län;10­14;0,00;0,00
2005;Västra Götalands län;15­19;0,00;0,00
2005;Västra Götalands län;20­24;0,00;0,00
2005;Västra Götalands län;25­29;0,00;0,00
2005;Västra Götalands län;30­34;0,00;0,00
2005;Västra Götalands län;35­39;5,34;1,86
2005;Västra Götalands län;40­44;0,00;1,93
2005;Västra Götalands län;45­49;1,99;10,25
2005;Västra Götalands län;50­54;14,36;10,37
2005;Västra Götalands län;55­59;19,00;29,12
2005;Västra Götalands län;60­64;53,19;38,39
2005;Västra Götalands län;65­69;126,56;34,68
2005;Västra Götalands län;70­74;179,52;80,48
2005;Västra Götalands län;75­79;374,36;130,24
2005;Västra Götalands län;80­84;574,81;208,28
2005;Västra Götalands län;85+;1 118,24;461,51
2005;Värmlands län;0­4;0,00;0,00
2005;Värmlands län;5­9;0,00;0,00
2005;Värmlands län;10­14;0,00;0,00
2005;Värmlands län;15­19;0,00;0,00
2005;Värmlands län;20­24;0,00;0,00
2005;Värmlands län;25­29;0,00;0,00
2005;Värmlands län;30­34;0,00;0,00
2005;Värmlands län;35­39;0,00;0,00
2005;Värmlands län;40­44;0,00;11,33
2005;Värmlands län;45­49;0,00;0,00
2005;Värmlands län;50­54;31,95;0,00
2005;Värmlands län;55­59;28,93;10,16
2005;Värmlands län;60­64;45,24;56,36
2005;Värmlands län;65­69;190,36;54,27
2005;Värmlands län;70­74;152,94;191,43
2005;Värmlands län;75­79;316,36;187,21
2005;Värmlands län;80­84;614,81;163,50
2005;Värmlands län;85+;1 285,51;434,14
2005;Örebro län;0­4;0,00;0,00
2005;Örebro län;5­9;0,00;0,00
2005;Örebro län;10­14;0,00;0,00
2005;Örebro län;15­19;0,00;0,00
2005;Örebro län;20­24;0,00;0,00
2005;Örebro län;25­29;0,00;0,00
2005;Örebro län;30­34;0,00;0,00
2005;Örebro län;35­39;0,00;0,00
2005;Örebro län;40­44;0,00;0,00
2005;Örebro län;45­49;0,00;11,75
2005;Örebro län;50­54;0,00;0,00
2005;Örebro län;55­59;19,84;9,92
2005;Örebro län;60­64;21,86;22,24
2005;Örebro län;65­69;15,60;30,83
2005;Örebro län;70­74;101,01;35,28
2005;Örebro län;75­79;302,92;121,85
2005;Örebro län;80­84;484,61;94,78
2005;Örebro län;85+;772,04;411,72
2005;Västmanlands län;0­4;0,00;0,00
2005;Västmanlands län;5­9;0,00;0,00
2005;Västmanlands län;10­14;0,00;0,00
2005;Västmanlands län;15­19;0,00;0,00
2005;Västmanlands län;20­24;0,00;0,00
2005;Västmanlands län;25­29;0,00;0,00
2005;Västmanlands län;30­34;0,00;0,00
2005;Västmanlands län;35­39;0,00;0,00
2005;Västmanlands län;40­44;0,00;11,90
2005;Västmanlands län;45­49;0,00;13,23
2005;Västmanlands län;50­54;0,00;12,68
2005;Västmanlands län;55­59;21,72;10,94
2005;Västmanlands län;60­64;0,00;12,29
2005;Västmanlands län;65­69;48,22;47,39
2005;Västmanlands län;70­74;21,32;37,36
2005;Västmanlands län;75­79;299,29;19,15
2005;Västmanlands län;80­84;435,80;109,91
2005;Västmanlands län;85+;926,40;339,48
2005;Dalarnas län;0­4;0,00;0,00
2005;Dalarnas län;5­9;0,00;0,00
2005;Dalarnas län;10­14;0,00;0,00
2005;Dalarnas län;15­19;0,00;0,00
2005;Dalarnas län;20­24;0,00;0,00
2005;Dalarnas län;25­29;0,00;0,00
2005;Dalarnas län;30­34;0,00;0,00
2005;Dalarnas län;35­39;0,00;0,00
2005;Dalarnas län;40­44;10,84;0,00
2005;Dalarnas län;45­49;10,77;0,00
2005;Dalarnas län;50­54;0,00;0,00
2005;Dalarnas län;55­59;27,00;0,00
2005;Dalarnas län;60­64;21,27;11,01
2005;Dalarnas län;65­69;43,73;14,08
2005;Dalarnas län;70­74;104,96;77,47
2005;Dalarnas län;75­79;164,15;95,06
2005;Dalarnas län;80­84;182,79;88,90
2005;Dalarnas län;85+;688,47;173,41
2005;Gävleborgs län;0­4;0,00;0,00
2005;Gävleborgs län;5­9;0,00;0,00
2005;Gävleborgs län;10­14;0,00;0,00
2005;Gävleborgs län;15­19;0,00;0,00
2005;Gävleborgs län;20­24;0,00;0,00
2005;Gävleborgs län;25­29;0,00;0,00
2005;Gävleborgs län;30­34;0,00;12,73
2005;Gävleborgs län;35­39;0,00;0,00
2005;Gävleborgs län;40­44;0,00;0,00
2005;Gävleborgs län;45­49;0,00;0,00
2005;Gävleborgs län;50­54;20,87;0,00
2005;Gävleborgs län;55­59;9,10;28,14
2005;Gävleborgs län;60­64;10,44;21,64
2005;Gävleborgs län;65­69;0,00;27,42
2005;Gävleborgs län;70­74;50,84;60,82
2005;Gävleborgs län;75­79;219,39;0,00
2005;Gävleborgs län;80­84;324,50;125,34
2005;Gävleborgs län;85+;550,61;137,03
2005;Västernorrlands län;0­4;0,00;0,00
2005;Västernorrlands län;5­9;0,00;0,00
2005;Västernorrlands län;10­14;0,00;0,00
2005;Västernorrlands län;15­19;0,00;0,00
2005;Västernorrlands län;20­24;0,00;0,00
2005;Västernorrlands län;25­29;0,00;0,00
2005;Västernorrlands län;30­34;0,00;0,00
2005;Västernorrlands län;35­39;0,00;0,00
2005;Västernorrlands län;40­44;0,00;0,00
2005;Västernorrlands län;45­49;0,00;0,00
2005;Västernorrlands län;50­54;0,00;24,72
2005;Västernorrlands län;55­59;10,37;0,00
2005;Västernorrlands län;60­64;11,97;24,48
2005;Västernorrlands län;65­69;30,68;15,17
2005;Västernorrlands län;70­74;92,97;16,18
2005;Västernorrlands län;75­79;111,88;86,07
2005;Västernorrlands län;80­84;298,55;60,93
2005;Västernorrlands län;85+;196,22;274,95
2005;Jämtlands län;0­4;0,00;0,00
2005;Jämtlands län;5­9;0,00;0,00
2005;Jämtlands län;10­14;0,00;0,00
2005;Jämtlands län;15­19;0,00;0,00
2005;Jämtlands län;20­24;0,00;0,00
2005;Jämtlands län;25­29;0,00;0,00
2005;Jämtlands län;30­34;0,00;0,00
2005;Jämtlands län;35­39;0,00;0,00
2005;Jämtlands län;40­44;0,00;0,00
2005;Jämtlands län;45­49;0,00;0,00
2005;Jämtlands län;50­54;0,00;23,20
2005;Jämtlands län;55­59;20,08;21,54
2005;Jämtlands län;60­64;46,76;25,30
2005;Jämtlands län;65­69;32,34;0,00
2005;Jämtlands län;70­74;37,89;34,07
2005;Jämtlands län;75­79;174,03;70,67
2005;Jämtlands län;80­84;109,38;113,61
2005;Jämtlands län;85+;306,63;203,75
2005;Västerbottens län;0­4;0,00;0,00
2005;Västerbottens län;5­9;0,00;0,00
2005;Västerbottens län;10­14;0,00;0,00
2005;Västerbottens län;15­19;0,00;0,00
2005;Västerbottens län;20­24;0,00;0,00
2005;Västerbottens län;25­29;0,00;0,00
2005;Västerbottens län;30­34;0,00;0,00
2005;Västerbottens län;35­39;0,00;0,00
2005;Västerbottens län;40­44;0,00;0,00
2005;Västerbottens län;45­49;0,00;12,23
2005;Västerbottens län;50­54;0,00;0,00
2005;Västerbottens län;55­59;10,94;0,00
2005;Västerbottens län;60­64;0,00;13,27
2005;Västerbottens län;65­69;33,69;47,53
2005;Västerbottens län;70­74;99,87;0,00
2005;Västerbottens län;75­79;121,05;56,57
2005;Västerbottens län;80­84;168,69;45,77
2005;Västerbottens län;85+;214,02;106,24
2005;Norrbottens län;0­4;0,00;0,00
2005;Norrbottens län;5­9;0,00;0,00
2005;Norrbottens län;10­14;0,00;0,00
2005;Norrbottens län;15­19;0,00;0,00
2005;Norrbottens län;20­24;0,00;0,00
2005;Norrbottens län;25­29;0,00;0,00
2005;Norrbottens län;30­34;0,00;0,00
2005;Norrbottens län;35­39;0,00;0,00
2005;Norrbottens län;40­44;0,00;0,00
2005;Norrbottens län;45­49;0,00;11,65
2005;Norrbottens län;50­54;0,00;0,00
2005;Norrbottens län;55­59;20,27;10,63
2005;Norrbottens län;60­64;0,00;25,35
2005;Norrbottens län;65­69;15,15;14,24
