Antal nya cancerfall, Ålder: 0-85+, Diagnos:191 Tumör i huden, ej malignt melanom, oavsett tumörtyp
År;Region;Ålder;Män;Kvinnor
2008;Uppsala län;45­49;1;0
2008;Uppsala län;50­54;0;0
2008;Uppsala län;55­59;2;1
2008;Uppsala län;60­64;1;4
2008;Uppsala län;65­69;1;2
2008;Uppsala län;70­74;4;4
2008;Uppsala län;75­79;15;4
2008;Uppsala län;80­84;9;6
2008;Uppsala län;85+;14;15
2008;Södermanlands län;0­4;0;0
2008;Södermanlands län;5­9;0;0
2008;Södermanlands län;10­14;0;0
2008;Södermanlands län;15­19;0;0
2008;Södermanlands län;20­24;0;0
2008;Södermanlands län;25­29;0;0
2008;Södermanlands län;30­34;0;0
2008;Södermanlands län;35­39;0;1
2008;Södermanlands län;40­44;1;0
2008;Södermanlands län;45­49;0;0
2008;Södermanlands län;50­54;1;0
2008;Södermanlands län;55­59;3;0
2008;Södermanlands län;60­64;2;4
2008;Södermanlands län;65­69;4;0
2008;Södermanlands län;70­74;14;3
2008;Södermanlands län;75­79;15;4
2008;Södermanlands län;80­84;10;4
2008;Södermanlands län;85+;15;15
2008;Östergötlands län;0­4;0;0
2008;Östergötlands län;5­9;0;0
2008;Östergötlands län;10­14;0;0
2008;Östergötlands län;15­19;0;0
2008;Östergötlands län;20­24;0;1
2008;Östergötlands län;25­29;0;0
2008;Östergötlands län;30­34;1;0
2008;Östergötlands län;35­39;0;0
2008;Östergötlands län;40­44;0;0
2008;Östergötlands län;45­49;0;0
2008;Östergötlands län;50­54;1;3
2008;Östergötlands län;55­59;4;3
2008;Östergötlands län;60­64;16;11
2008;Östergötlands län;65­69;15;5
2008;Östergötlands län;70­74;17;6
2008;Östergötlands län;75­79;19;4
2008;Östergötlands län;80­84;30;10
2008;Östergötlands län;85+;30;30
2008;Jönköpings län;0­4;0;0
2008;Jönköpings län;5­9;0;0
2008;Jönköpings län;10­14;0;0
2008;Jönköpings län;15­19;0;0
2008;Jönköpings län;20­24;0;0
2008;Jönköpings län;25­29;0;0
2008;Jönköpings län;30­34;1;0
2008;Jönköpings län;35­39;0;0
2008;Jönköpings län;40­44;0;0
2008;Jönköpings län;45­49;0;2
2008;Jönköpings län;50­54;0;0
2008;Jönköpings län;55­59;3;1
2008;Jönköpings län;60­64;9;5
2008;Jönköpings län;65­69;10;7
2008;Jönköpings län;70­74;12;6
2008;Jönköpings län;75­79;19;13
2008;Jönköpings län;80­84;29;23
2008;Jönköpings län;85+;49;24
2008;Kronobergs län;0­4;0;0
2008;Kronobergs län;5­9;0;0
2008;Kronobergs län;10­14;0;0
2008;Kronobergs län;15­19;0;0
2008;Kronobergs län;20­24;0;0
2008;Kronobergs län;25­29;0;0
2008;Kronobergs län;30­34;0;0
2008;Kronobergs län;35­39;0;1
2008;Kronobergs län;40­44;1;0
2008;Kronobergs län;45­49;0;5
2008;Kronobergs län;50­54;0;1
2008;Kronobergs län;55­59;4;1
2008;Kronobergs län;60­64;5;2
2008;Kronobergs län;65­69;7;1
2008;Kronobergs län;70­74;15;2
2008;Kronobergs län;75­79;13;8
2008;Kronobergs län;80­84;15;7
2008;Kronobergs län;85+;23;26
2008;Kalmar län;0­4;0;0
2008;Kalmar län;5­9;0;0
2008;Kalmar län;10­14;0;0
2008;Kalmar län;15­19;0;0
2008;Kalmar län;20­24;0;0
2008;Kalmar län;25­29;0;0
2008;Kalmar län;30­34;0;0
2008;Kalmar län;35­39;0;0
2008;Kalmar län;40­44;0;0
2008;Kalmar län;45­49;1;1
2008;Kalmar län;50­54;0;1
2008;Kalmar län;55­59;1;2
2008;Kalmar län;60­64;5;0
2008;Kalmar län;65­69;6;3
2008;Kalmar län;70­74;10;6
2008;Kalmar län;75­79;15;5
2008;Kalmar län;80­84;16;8
2008;Kalmar län;85+;14;23
2008;Gotlands län;0­4;0;0
2008;Gotlands län;5­9;0;0
2008;Gotlands län;10­14;0;0
2008;Gotlands län;15­19;0;0
2008;Gotlands län;20­24;0;0
2008;Gotlands län;25­29;0;0
2008;Gotlands län;30­34;0;0
2008;Gotlands län;35­39;0;0
2008;Gotlands län;40­44;0;0
2008;Gotlands län;45­49;0;0
2008;Gotlands län;50­54;0;0
2008;Gotlands län;55­59;0;2
2008;Gotlands län;60­64;2;1
2008;Gotlands län;65­69;3;3
2008;Gotlands län;70­74;2;2
2008;Gotlands län;75­79;3;1
2008;Gotlands län;80­84;3;2
2008;Gotlands län;85+;3;5
2008;Blekinge län;0­4;0;0
2008;Blekinge län;5­9;0;0
2008;Blekinge län;10­14;0;0
2008;Blekinge län;15­19;0;0
2008;Blekinge län;20­24;0;0
2008;Blekinge län;25­29;0;0
2008;Blekinge län;30­34;0;0
2008;Blekinge län;35­39;0;0
2008;Blekinge län;40­44;0;0
2008;Blekinge län;45­49;2;1
2008;Blekinge län;50­54;0;0
2008;Blekinge län;55­59;0;0
2008;Blekinge län;60­64;6;2
2008;Blekinge län;65­69;2;7
2008;Blekinge län;70­74;7;2
2008;Blekinge län;75­79;11;8
2008;Blekinge län;80­84;14;5
2008;Blekinge län;85+;10;13
2008;Skåne län;0­4;0;0
2008;Skåne län;5­9;0;0
2008;Skåne län;10­14;0;0
2008;Skåne län;15­19;0;0
2008;Skåne län;20­24;0;0
2008;Skåne län;25­29;0;0
2008;Skåne län;30­34;0;0
2008;Skåne län;35­39;1;3
2008;Skåne län;40­44;0;0
2008;Skåne län;45­49;5;3
2008;Skåne län;50­54;1;6
2008;Skåne län;55­59;8;8
2008;Skåne län;60­64;27;26
2008;Skåne län;65­69;36;23
2008;Skåne län;70­74;63;40
2008;Skåne län;75­79;74;67
2008;Skåne län;80­84;115;71
2008;Skåne län;85+;132;121
2008;Hallands län;0­4;0;0
2008;Hallands län;5­9;1;0
2008;Hallands län;10­14;0;0
2008;Hallands län;15­19;0;0
2008;Hallands län;20­24;0;0
2008;Hallands län;25­29;0;0
2008;Hallands län;30­34;1;1
2008;Hallands län;35­39;0;0
2008;Hallands län;40­44;1;3
2008;Hallands län;45­49;3;1
2008;Hallands län;50­54;2;9
2008;Hallands län;55­59;8;3
2008;Hallands län;60­64;15;6
2008;Hallands län;65­69;16;13
2008;Hallands län;70­74;24;10
2008;Hallands län;75­79;36;20
2008;Hallands län;80­84;30;32
2008;Hallands län;85+;42;42
2008;Västra Götalands län;0­4;0;0
2008;Västra Götalands län;5­9;0;0
2008;Västra Götalands län;10­14;0;0
2008;Västra Götalands län;15­19;0;0
2008;Västra Götalands län;20­24;0;1
2008;Västra Götalands län;25­29;1;1
2008;Västra Götalands län;30­34;1;1
2008;Västra Götalands län;35­39;0;0
2008;Västra Götalands län;40­44;4;2
2008;Västra Götalands län;45­49;5;7
2008;Västra Götalands län;50­54;8;8
2008;Västra Götalands län;55­59;20;12
2008;Västra Götalands län;60­64;25;19
2008;Västra Götalands län;65­69;44;25
2008;Västra Götalands län;70­74;56;27
2008;Västra Götalands län;75­79;91;52
2008;Västra Götalands län;80­84;107;63
2008;Västra Götalands län;85+;160;135
2008;Värmlands län;0­4;0;0
2008;Värmlands län;5­9;0;0
2008;Värmlands län;10­14;0;0
2008;Värmlands län;15­19;0;1
2008;Värmlands län;20­24;0;0
2008;Värmlands län;25­29;0;0
2008;Värmlands län;30­34;0;1
2008;Värmlands län;35­39;0;0
2008;Värmlands län;40­44;0;0
2008;Värmlands län;45­49;0;0
2008;Värmlands län;50­54;3;1
2008;Värmlands län;55­59;2;0
2008;Värmlands län;60­64;5;5
2008;Värmlands län;65­69;9;1
2008;Värmlands län;70­74;9;8
2008;Värmlands län;75­79;17;7
2008;Värmlands län;80­84;16;14
2008;Värmlands län;85+;30;25
2008;Örebro län;0­4;0;0
2008;Örebro län;5­9;0;0
2008;Örebro län;10­14;0;0
2008;Örebro län;15­19;0;0
2008;Örebro län;20­24;0;0
2008;Örebro län;25­29;0;0
2008;Örebro län;30­34;1;0
2008;Örebro län;35­39;0;0
2008;Örebro län;40­44;0;0
2008;Örebro län;45­49;0;0
2008;Örebro län;50­54;1;1
2008;Örebro län;55­59;2;1
2008;Örebro län;60­64;4;3
2008;Örebro län;65­69;4;3
2008;Örebro län;70­74;5;3
2008;Örebro län;75­79;10;3
2008;Örebro län;80­84;18;8
2008;Örebro län;85+;14;16
2008;Västmanlands län;0­4;0;0
2008;Västmanlands län;5­9;0;0
2008;Västmanlands län;10­14;0;0
2008;Västmanlands län;15­19;0;0
2008;Västmanlands län;20­24;0;0
2008;Västmanlands län;25­29;0;0
2008;Västmanlands län;30­34;0;0
2008;Västmanlands län;35­39;0;0
2008;Västmanlands län;40­44;0;0
2008;Västmanlands län;45­49;1;0
2008;Västmanlands län;50­54;0;0
2008;Västmanlands län;55­59;4;1
2008;Västmanlands län;60­64;3;1
2008;Västmanlands län;65­69;0;5
2008;Västmanlands län;70­74;4;2
2008;Västmanlands län;75­79;2;2
2008;Västmanlands län;80­84;7;7
2008;Västmanlands län;85+;12;5
2008;Dalarnas län;0­4;0;0
2008;Dalarnas län;5­9;0;0
2008;Dalarnas län;10­14;0;0
2008;Dalarnas län;15­19;0;0
2008;Dalarnas län;20­24;0;0
2008;Dalarnas län;25­29;0;0
2008;Dalarnas län;30­34;0;0
2008;Dalarnas län;35­39;0;0
2008;Dalarnas län;40­44;0;0
2008;Dalarnas län;45­49;0;0
2008;Dalarnas län;50­54;0;1
2008;Dalarnas län;55­59;1;1
2008;Dalarnas län;60­64;2;3
2008;Dalarnas län;65­69;7;5
2008;Dalarnas län;70­74;3;5
2008;Dalarnas län;75­79;16;4
2008;Dalarnas län;80­84;17;9
2008;Dalarnas län;85+;25;14
2008;Gävleborgs län;0­4;0;0
2008;Gävleborgs län;5­9;0;0
2008;Gävleborgs län;10­14;0;0
2008;Gävleborgs län;15­19;0;0
2008;Gävleborgs län;20­24;0;0
2008;Gävleborgs län;25­29;0;0
2008;Gävleborgs län;30­34;0;0
2008;Gävleborgs län;35­39;0;0
2008;Gävleborgs län;40­44;0;0
2008;Gävleborgs län;45­49;0;0
2008;Gävleborgs län;50­54;0;0
2008;Gävleborgs län;55­59;3;3
2008;Gävleborgs län;60­64;2;0
2008;Gävleborgs län;65­69;3;2
2008;Gävleborgs län;70­74;4;4
2008;Gävleborgs län;75­79;7;10
2008;Gävleborgs län;80­84;24;8
2008;Gävleborgs län;85+;19;13
2008;Västernorrlands län;0­4;0;0
2008;Västernorrlands län;5­9;0;0
2008;Västernorrlands län;10­14;0;0
2008;Västernorrlands län;15­19;0;0
2008;Västernorrlands län;20­24;0;0
2008;Västernorrlands län;25­29;0;0
2008;Västernorrlands län;30­34;0;0
2008;Västernorrlands län;35­39;0;0
2008;Västernorrlands län;40­44;0;0
2008;Västernorrlands län;45­49;0;0
2008;Västernorrlands län;50­54;0;1
2008;Västernorrlands län;55­59;1;0
2008;Västernorrlands län;60­64;2;1
2008;Västernorrlands län;65­69;0;1
2008;Västernorrlands län;70­74;6;0
2008;Västernorrlands län;75­79;9;1
2008;Västernorrlands län;80­84;6;3
2008;Västernorrlands län;85+;6;14
2008;Jämtlands län;0­4;0;0
2008;Jämtlands län;5­9;0;0
2008;Jämtlands län;10­14;0;0
2008;Jämtlands län;15­19;0;0
2008;Jämtlands län;20­24;0;0
2008;Jämtlands län;25­29;0;0
2008;Jämtlands län;30­34;0;0
2008;Jämtlands län;35­39;0;0
2008;Jämtlands län;40­44;0;0
2008;Jämtlands län;45­49;0;0
2008;Jämtlands län;50­54;0;1
2008;Jämtlands län;55­59;0;0
2008;Jämtlands län;60­64;0;0
2008;Jämtlands län;65­69;1;2
2008;Jämtlands län;70­74;0;1
2008;Jämtlands län;75­79;2;1
2008;Jämtlands län;80­84;2;1
2008;Jämtlands län;85+;3;1
2008;Västerbottens län;0­4;0;0
2008;Västerbottens län;5­9;0;0
2008;Västerbottens län;10­14;0;0
2008;Västerbottens län;15­19;0;0
2008;Västerbottens län;20­24;0;0
2008;Västerbottens län;25­29;0;0
2008;Västerbottens län;30­34;0;0
2008;Västerbottens län;35­39;0;0
2008;Västerbottens län;40­44;1;1
2008;Västerbottens län;45­49;1;0
2008;Västerbottens län;50­54;0;0
2008;Västerbottens län;55­59;0;1
2008;Västerbottens län;60­64;5;0
2008;Västerbottens län;65­69;4;3
2008;Västerbottens län;70­74;11;5
2008;Västerbottens län;75­79;4;3
2008;Västerbottens län;80­84;9;9
2008;Västerbottens län;85+;7;7
2008;Norrbottens län;0­4;0;0
2008;Norrbottens län;5­9;0;0
2008;Norrbottens län;10­14;0;0
2008;Norrbottens län;15­19;0;0
2008;Norrbottens län;20­24;0;0
2008;Norrbottens län;25­29;0;0
2008;Norrbottens län;30­34;0;0
2008;Norrbottens län;35­39;0;0
2008;Norrbottens län;40­44;0;0
2008;Norrbottens län;45­49;0;0
2008;Norrbottens län;50­54;0;0
2008;Norrbottens län;55­59;2;1
2008;Norrbottens län;60­64;2;7
2008;Norrbottens län;65­69;3;2
2008;Norrbottens län;70­74;5;2
2008;Norrbottens län;75­79;7;5
2008;Norrbottens län;80­84;11;3
2008;Norrbottens län;85+;8;5
2007;Riket;0­4;0;0
2007;Riket;5­9;0;0
2007;Riket;10­14;0;0
2007;Riket;15­19;0;2
2007;Riket;20­24;0;2
2007;Riket;25­29;1;1
2007;Riket;30­34;8;8
2007;Riket;35­39;3;9
2007;Riket;40­44;6;22
2007;Riket;45­49;17;32
2007;Riket;50­54;34;54
2007;Riket;55­59;81;63
2007;Riket;60­64;186;120
2007;Riket;65­69;213;111
2007;Riket;70­74;280;154
2007;Riket;75­79;355;272
2007;Riket;80­84;525;330
2007;Riket;85+;672;643
2007;Stockholms län;0­4;0;0
2007;Stockholms län;5­9;0;0
2007;Stockholms län;10­14;0;0
2007;Stockholms län;15­19;0;0
2007;Stockholms län;20­24;0;1
2007;Stockholms län;25­29;0;0
2007;Stockholms län;30­34;4;0
2007;Stockholms län;35­39;2;0
2007;Stockholms län;40­44;1;6
2007;Stockholms län;45­49;4;3
2007;Stockholms län;50­54;9;16
2007;Stockholms län;55­59;29;10
2007;Stockholms län;60­64;48;27
2007;Stockholms län;65­69;46;28
2007;Stockholms län;70­74;47;34
2007;Stockholms län;75­79;52;48
2007;Stockholms län;80­84;71;55
2007;Stockholms län;85+;110;119
2007;Uppsala län;0­4;0;0
2007;Uppsala län;5­9;0;0
2007;Uppsala län;10­14;0;0
2007;Uppsala län;15­19;0;0
2007;Uppsala län;20­24;0;0
2007;Uppsala län;25­29;0;0
2007;Uppsala län;30­34;0;0
2007;Uppsala län;35­39;0;0
2007;Uppsala län;40­44;0;0
2007;Uppsala län;45­49;1;1
2007;Uppsala län;50­54;2;1
2007;Uppsala län;55­59;0;0
2007;Uppsala län;60­64;2;0
2007;Uppsala län;65­69;6;4
2007;Uppsala län;70­74;4;3
2007;Uppsala län;75­79;5;4
2007;Uppsala län;80­84;10;8
2007;Uppsala län;85+;13;14
2007;Södermanlands län;0­4;0;0
2007;Södermanlands län;5­9;0;0
2007;Södermanlands län;10­14;0;0
2007;Södermanlands län;15­19;0;0
2007;Södermanlands län;20­24;0;0
2007;Södermanlands län;25­29;0;0
2007;Södermanlands län;30­34;0;0
2007;Södermanlands län;35­39;0;0
2007;Södermanlands län;40­44;0;0
2007;Södermanlands län;45­49;2;0
2007;Södermanlands län;50­54;0;0
2007;Södermanlands län;55­59;0;0
2007;Södermanlands län;60­64;0;3
2007;Södermanlands län;65­69;5;4
2007;Södermanlands län;70­74;4;6
2007;Södermanlands län;75­79;10;5
2007;Södermanlands län;80­84;10;5
2007;Södermanlands län;85+;12;9
2007;Östergötlands län;0­4;0;0
2007;Östergötlands län;5­9;0;0
2007;Östergötlands län;10­14;0;0
2007;Östergötlands län;15­19;0;1
2007;Östergötlands län;20­24;0;0
2007;Östergötlands län;25­29;0;0
2007;Östergötlands län;30­34;0;1
2007;Östergötlands län;35­39;0;0
2007;Östergötlands län;40­44;0;0
2007;Östergötlands län;45­49;0;4
2007;Östergötlands län;50­54;1;5
2007;Östergötlands län;55­59;3;2
2007;Östergötlands län;60­64;9;5
2007;Östergötlands län;65­69;13;4
2007;Östergötlands län;70­74;11;3
2007;Östergötlands län;75­79;14;7
2007;Östergötlands län;80­84;17;16
2007;Östergötlands län;85+;22;20
2007;Jönköpings län;0­4;0;0
2007;Jönköpings län;5­9;0;0
2007;Jönköpings län;10­14;0;0
2007;Jönköpings län;15­19;0;0
2007;Jönköpings län;20­24;0;0
2007;Jönköpings län;25­29;0;0
2007;Jönköpings län;30­34;0;0
2007;Jönköpings län;35­39;0;0
2007;Jönköpings län;40­44;0;3
2007;Jönköpings län;45­49;0;0
2007;Jönköpings län;50­54;1;1
2007;Jönköpings län;55­59;1;1
2007;Jönköpings län;60­64;5;5
2007;Jönköpings län;65­69;4;4
2007;Jönköpings län;70­74;7;9
2007;Jönköpings län;75­79;16;18
2007;Jönköpings län;80­84;23;15
2007;Jönköpings län;85+;27;26
2007;Kronobergs län;0­4;0;0
2007;Kronobergs län;5­9;0;0
2007;Kronobergs län;10­14;0;0
2007;Kronobergs län;15­19;0;0
2007;Kronobergs län;20­24;0;0
2007;Kronobergs län;25­29;0;0
2007;Kronobergs län;30­34;0;0
2007;Kronobergs län;35­39;0;7
2007;Kronobergs län;40­44;0;2
2007;Kronobergs län;45­49;0;2
2007;Kronobergs län;50­54;0;0
2007;Kronobergs län;55­59;4;3
2007;Kronobergs län;60­64;0;1
2007;Kronobergs län;65­69;9;2
2007;Kronobergs län;70­74;6;3
2007;Kronobergs län;75­79;5;6
2007;Kronobergs län;80­84;14;2
2007;Kronobergs län;85+;17;14
2007;Kalmar län;0­4;0;0
2007;Kalmar län;5­9;0;0
2007;Kalmar län;10­14;0;0
2007;Kalmar län;15­19;0;0
2007;Kalmar län;20­24;0;0
2007;Kalmar län;25­29;0;0
2007;Kalmar län;30­34;0;0
2007;Kalmar län;35­39;0;0
2007;Kalmar län;40­44;0;2
2007;Kalmar län;45­49;0;0
2007;Kalmar län;50­54;0;3
2007;Kalmar län;55­59;3;2
2007;Kalmar län;60­64;3;1
2007;Kalmar län;65­69;11;3
2007;Kalmar län;70­74;15;4
2007;Kalmar län;75­79;9;7
2007;Kalmar län;80­84;22;8
2007;Kalmar län;85+;23;20
2007;Gotlands län;0­4;0;0
2007;Gotlands län;5­9;0;0
2007;Gotlands län;10­14;0;0
2007;Gotlands län;15­19;0;0
2007;Gotlands län;20­24;0;0
2007;Gotlands län;25­29;0;0
2007;Gotlands län;30­34;0;0
2007;Gotlands län;35­39;0;0
2007;Gotlands län;40­44;0;0
2007;Gotlands län;45­49;0;0
2007;Gotlands län;50­54;0;0
2007;Gotlands län;55­59;1;1
2007;Gotlands län;60­64;0;2
2007;Gotlands län;65­69;2;0
2007;Gotlands län;70­74;0;1
2007;Gotlands län;75­79;2;5
2007;Gotlands län;80­84;5;2
2007;Gotlands län;85+;7;6
2007;Blekinge län;0­4;0;0
2007;Blekinge län;5­9;0;0
2007;Blekinge län;10­14;0;0
2007;Blekinge län;15­19;0;0
2007;Blekinge län;20­24;0;0
2007;Blekinge län;25­29;0;0
2007;Blekinge län;30­34;0;0
2007;Blekinge län;35­39;0;0
2007;Blekinge län;40­44;0;0
2007;Blekinge län;45­49;0;0
2007;Blekinge län;50­54;1;2
2007;Blekinge län;55­59;1;2
2007;Blekinge län;60­64;2;1
2007;Blekinge län;65­69;2;0
2007;Blekinge län;70­74;7;2
2007;Blekinge län;75­79;7;6
2007;Blekinge län;80­84;11;9
2007;Blekinge län;85+;16;12
2007;Skåne län;0­4;0;0
2007;Skåne län;5­9;0;0
2007;Skåne län;10­14;0;0
2007;Skåne län;15­19;0;0
2007;Skåne län;20­24;0;0
2007;Skåne län;25­29;1;0
2007;Skåne län;30­34;1;2
2007;Skåne län;35­39;0;0
2007;Skåne län;40­44;1;4
2007;Skåne län;45­49;3;2
2007;Skåne län;50­54;6;8
2007;Skåne län;55­59;8;9
2007;Skåne län;60­64;35;15
2007;Skåne län;65­69;34;15
2007;Skåne län;70­74;61;24
2007;Skåne län;75­79;65;41
2007;Skåne län;80­84;92;65
2007;Skåne län;85+;117;113
2007;Hallands län;0­4;0;0
2007;Hallands län;5­9;0;0
2007;Hallands län;10­14;0;0
2007;Hallands län;15­19;0;0
2007;Hallands län;20­24;0;0
2007;Hallands län;25­29;0;0
2007;Hallands län;30­34;0;1
2007;Hallands län;35­39;0;0
2007;Hallands län;40­44;1;0
2007;Hallands län;45­49;1;3
2007;Hallands län;50­54;1;4
2007;Hallands län;55­59;7;7
2007;Hallands län;60­64;19;6
2007;Hallands län;65­69;7;9
2007;Hallands län;70­74;17;12
2007;Hallands län;75­79;18;21
2007;Hallands län;80­84;25;23
2007;Hallands län;85+;41;39
2007;Västra Götalands län;0­4;0;0
2007;Västra Götalands län;5­9;0;0
2007;Västra Götalands län;10­14;0;0
2007;Västra Götalands län;15­19;0;0
2007;Västra Götalands län;20­24;0;1
2007;Västra Götalands län;25­29;0;1
2007;Västra Götalands län;30­34;2;1
2007;Västra Götalands län;35­39;0;2
2007;Västra Götalands län;40­44;1;4
2007;Västra Götalands län;45­49;3;13
2007;Västra Götalands län;50­54;11;5
2007;Västra Götalands län;55­59;14;17
2007;Västra Götalands län;60­64;31;36
2007;Västra Götalands län;65­69;45;20
2007;Västra Götalands län;70­74;53;30
2007;Västra Götalands län;75­79;74;58
2007;Västra Götalands län;80­84;118;79
2007;Västra Götalands län;85+;141;126
2007;Värmlands län;0­4;0;0
2007;Värmlands län;5­9;0;0
2007;Värmlands län;10­14;0;0
2007;Värmlands län;15­19;0;0
2007;Värmlands län;20­24;0;0
2007;Värmlands län;25­29;0;0
2007;Värmlands län;30­34;0;0
2007;Värmlands län;35­39;0;0
2007;Värmlands län;40­44;0;1
2007;Värmlands län;45­49;2;1
2007;Värmlands län;50­54;0;3
2007;Värmlands län;55­59;1;3
2007;Värmlands län;60­64;9;4
2007;Värmlands län;65­69;3;5
2007;Värmlands län;70­74;12;5
2007;Värmlands län;75­79;11;7
2007;Värmlands län;80­84;18;7
2007;Värmlands län;85+;26;25
2007;Örebro län;0­4;0;0
2007;Örebro län;5­9;0;0
2007;Örebro län;10­14;0;0
2007;Örebro län;15­19;0;1
2007;Örebro län;20­24;0;0
2007;Örebro län;25­29;0;0
2007;Örebro län;30­34;0;0
2007;Örebro län;35­39;0;0
2007;Örebro län;40­44;1;0
2007;Örebro län;45­49;0;2
2007;Örebro län;50­54;0;0
2007;Örebro län;55­59;3;3
2007;Örebro län;60­64;2;3
2007;Örebro län;65­69;4;1
2007;Örebro län;70­74;6;2
2007;Örebro län;75­79;8;4
2007;Örebro län;80­84;21;7
2007;Örebro län;85+;21;29
2007;Västmanlands län;0­4;0;0
2007;Västmanlands län;5­9;0;0
2007;Västmanlands län;10­14;0;0
2007;Västmanlands län;15­19;0;0
2007;Västmanlands län;20­24;0;0
2007;Västmanlands län;25­29;0;0
2007;Västmanlands län;30­34;0;2
2007;Västmanlands län;35­39;0;0
2007;Västmanlands län;40­44;0;0
2007;Västmanlands län;45­49;0;0
2007;Västmanlands län;50­54;0;1
2007;Västmanlands län;55­59;0;1
2007;Västmanlands län;60­64;3;1
2007;Västmanlands län;65­69;3;2
2007;Västmanlands län;70­74;2;1
2007;Västmanlands län;75­79;10;8
2007;Västmanlands län;80­84;9;4
2007;Västmanlands län;85+;11;9
2007;Dalarnas län;0­4;0;0
2007;Dalarnas län;5­9;0;0
2007;Dalarnas län;10­14;0;0
2007;Dalarnas län;15­19;0;0
2007;Dalarnas län;20­24;0;0
2007;Dalarnas län;25­29;0;0
2007;Dalarnas län;30­34;0;0
2007;Dalarnas län;35­39;0;0
2007;Dalarnas län;40­44;0;0
2007;Dalarnas län;45­49;1;1
2007;Dalarnas län;50­54;2;2
2007;Dalarnas län;55­59;3;0
2007;Dalarnas län;60­64;4;3
2007;Dalarnas län;65­69;5;7
2007;Dalarnas län;70­74;6;7
2007;Dalarnas län;75­79;12;4
2007;Dalarnas län;80­84;15;7
2007;Dalarnas län;85+;22;21
2007;Gävleborgs län;0­4;0;0
2007;Gävleborgs län;5­9;0;0
2007;Gävleborgs län;10­14;0;0
2007;Gävleborgs län;15­19;0;0
2007;Gävleborgs län;20­24;0;0
2007;Gävleborgs län;25­29;0;0
2007;Gävleborgs län;30­34;1;0
2007;Gävleborgs län;35­39;1;0
2007;Gävleborgs län;40­44;0;0
2007;Gävleborgs län;45­49;0;0
2007;Gävleborgs län;50­54;0;1
2007;Gävleborgs län;55­59;2;2
2007;Gävleborgs län;60­64;6;2
2007;Gävleborgs län;65­69;6;0
2007;Gävleborgs län;70­74;4;2
2007;Gävleborgs län;75­79;11;9
2007;Gävleborgs län;80­84;14;6
2007;Gävleborgs län;85+;20;14
2007;Västernorrlands län;0­4;0;0
2007;Västernorrlands län;5­9;0;0
2007;Västernorrlands län;10­14;0;0
2007;Västernorrlands län;15­19;0;0
2007;Västernorrlands län;20­24;0;0
2007;Västernorrlands län;25­29;0;0
2007;Västernorrlands län;30­34;0;0
2007;Västernorrlands län;35­39;0;0
2007;Västernorrlands län;40­44;0;0
2007;Västernorrlands län;45­49;0;0
2007;Västernorrlands län;50­54;0;0
2007;Västernorrlands län;55­59;0;0
2007;Västernorrlands län;60­64;3;2
2007;Västernorrlands län;65­69;3;0
2007;Västernorrlands län;70­74;14;0
2007;Västernorrlands län;75­79;4;1
2007;Västernorrlands län;80­84;7;2
2007;Västernorrlands län;85+;6;11
2007;Jämtlands län;0­4;0;0
2007;Jämtlands län;5­9;0;0
2007;Jämtlands län;10­14;0;0
2007;Jämtlands län;15­19;0;0
2007;Jämtlands län;20­24;0;0
2007;Jämtlands län;25­29;0;0
2007;Jämtlands län;30­34;0;0
2007;Jämtlands län;35­39;0;0
2007;Jämtlands län;40­44;0;0
2007;Jämtlands län;45­49;0;0
2007;Jämtlands län;50­54;0;1
2007;Jämtlands län;55­59;0;0
2007;Jämtlands län;60­64;0;2
2007;Jämtlands län;65­69;0;0
2007;Jämtlands län;70­74;1;1
2007;Jämtlands län;75­79;1;0
2007;Jämtlands län;80­84;2;1
2007;Jämtlands län;85+;7;3
2007;Västerbottens län;0­4;0;0
2007;Västerbottens län;5­9;0;0
2007;Västerbottens län;10­14;0;0
2007;Västerbottens län;15­19;0;0
2007;Västerbottens län;20­24;0;0
2007;Västerbottens län;25­29;0;0
2007;Västerbottens län;30­34;0;1
2007;Västerbottens län;35­39;0;0
2007;Västerbottens län;40­44;1;0
2007;Västerbottens län;45­49;0;0
2007;Västerbottens län;50­54;0;0
2007;Västerbottens län;55­59;1;0
2007;Västerbottens län;60­64;3;0
2007;Västerbottens län;65­69;4;2
2007;Västerbottens län;70­74;1;5
2007;Västerbottens län;75­79;12;6
2007;Västerbottens län;80­84;14;7
2007;Västerbottens län;85+;8;6
2007;Norrbottens län;0­4;0;0
2007;Norrbottens län;5­9;0;0
2007;Norrbottens län;10­14;0;0
2007;Norrbottens län;15­19;0;0
2007;Norrbottens län;20­24;0;0
2007;Norrbottens län;25­29;0;0
2007;Norrbottens län;30­34;0;0
2007;Norrbottens län;35­39;0;0
2007;Norrbottens län;40­44;0;0
2007;Norrbottens län;45­49;0;0
2007;Norrbottens län;50­54;0;1
2007;Norrbottens län;55­59;0;0
2007;Norrbottens län;60­64;2;1
2007;Norrbottens län;65­69;1;1
2007;Norrbottens län;70­74;2;0
2007;Norrbottens län;75­79;9;7
2007;Norrbottens län;80­84;7;2
2007;Norrbottens län;85+;5;7
2006;Riket;0­4;0;0
2006;Riket;5­9;0;0
2006;Riket;10­14;0;1
2006;Riket;15­19;0;1
2006;Riket;20­24;1;3
2006;Riket;25­29;2;1
2006;Riket;30­34;2;4
2006;Riket;35­39;7;7
2006;Riket;40­44;12;15
