"","years","age","counties","cases","sexInd"
"8508",1994,"55-59","Skåne",53.8,"Men"
"8509",1994,"60-64","Skåne",59.69,"Men"
"8510",1994,"65-69","Skåne",97.32,"Men"
"8511",1994,"70-74","Skåne",131.02,"Men"
"8512",1994,"75-59","Skåne",317.29,"Men"
"8513",1994,"80-84","Skåne",525.89,"Men"
"8514",1994,"85+","Skåne",618.96,"Men"
"8515",1994,"0-4","Halland",0,"Men"
"8516",1994,"5-9","Halland",0,"Men"
"8517",1994,"10-14","Halland",0,"Men"
"8518",1994,"15-19","Halland",0,"Men"
"8519",1994,"20-24","Halland",0,"Men"
"8520",1994,"25-29","Halland",0,"Men"
"8521",1994,"30-34","Halland",11.48,"Men"
"8522",1994,"35-39","Halland",0,"Men"
"8523",1994,"40-44","Halland",0,"Men"
"8524",1994,"45-49","Halland",0,"Men"
"8525",1994,"50-54","Halland",11.83,"Men"
"8526",1994,"55-59","Halland",14.93,"Men"
"8527",1994,"60-64","Halland",67.4,"Men"
"8528",1994,"65-69","Halland",33.74,"Men"
"8529",1994,"70-74","Halland",188.18,"Men"
"8530",1994,"75-59","Halland",167.32,"Men"
"8531",1994,"80-84","Halland",452.96,"Men"
"8532",1994,"85+","Halland",545.45,"Men"
"8533",1994,"0-4","VästraGötaland",0,"Men"
"8534",1994,"5-9","VästraGötaland",0,"Men"
"8535",1994,"10-14","VästraGötaland",0,"Men"
"8536",1994,"15-19","VästraGötaland",0,"Men"
"8537",1994,"20-24","VästraGötaland",0,"Men"
"8538",1994,"25-29","VästraGötaland",7.03,"Men"
"8539",1994,"30-34","VästraGötaland",0,"Men"
"8540",1994,"35-39","VästraGötaland",1.98,"Men"
"8541",1994,"40-44","VästraGötaland",1.98,"Men"
"8542",1994,"45-49","VästraGötaland",36.02,"Men"
"8543",1994,"50-54","VästraGötaland",24.11,"Men"
"8544",1994,"55-59","VästraGötaland",36,"Men"
"8545",1994,"60-64","VästraGötaland",39.7,"Men"
"8546",1994,"65-69","VästraGötaland",62.17,"Men"
"8547",1994,"70-74","VästraGötaland",199.47,"Men"
"8548",1994,"75-59","VästraGötaland",284.55,"Men"
"8549",1994,"80-84","VästraGötaland",385.51,"Men"
"8550",1994,"85+","VästraGötaland",528.95,"Men"
"8551",1994,"0-4","Värmland",0,"Men"
"8552",1994,"5-9","Värmland",0,"Men"
"8553",1994,"10-14","Värmland",0,"Men"
"8554",1994,"15-19","Värmland",0,"Men"
"8555",1994,"20-24","Värmland",0,"Men"
"8556",1994,"25-29","Värmland",0,"Men"
"8557",1994,"30-34","Värmland",0,"Men"
"8558",1994,"35-39","Värmland",0,"Men"
"8559",1994,"40-44","Värmland",0,"Men"
"8560",1994,"45-49","Värmland",0,"Men"
"8561",1994,"50-54","Värmland",22.79,"Men"
"8562",1994,"55-59","Värmland",0,"Men"
"8563",1994,"60-64","Värmland",41.32,"Men"
"8564",1994,"65-69","Värmland",83.94,"Men"
"8565",1994,"70-74","Värmland",140.98,"Men"
"8566",1994,"75-59","Värmland",164.02,"Men"
"8567",1994,"80-84","Värmland",366.69,"Men"
"8568",1994,"85+","Värmland",420.83,"Men"
"8569",1994,"0-4","Örebro",0,"Men"
"8570",1994,"5-9","Örebro",0,"Men"
"8571",1994,"10-14","Örebro",0,"Men"
"8572",1994,"15-19","Örebro",0,"Men"
"8573",1994,"20-24","Örebro",0,"Men"
"8574",1994,"25-29","Örebro",0,"Men"
"8575",1994,"30-34","Örebro",11.1,"Men"
"8576",1994,"35-39","Örebro",11.45,"Men"
"8577",1994,"40-44","Örebro",0,"Men"
"8578",1994,"45-49","Örebro",46.68,"Men"
"8579",1994,"50-54","Örebro",21.94,"Men"
"8580",1994,"55-59","Örebro",44.4,"Men"
"8581",1994,"60-64","Örebro",66.33,"Men"
"8582",1994,"65-69","Örebro",65.05,"Men"
"8583",1994,"70-74","Örebro",93.44,"Men"
"8584",1994,"75-59","Örebro",143.41,"Men"
"8585",1994,"80-84","Örebro",460.76,"Men"
"8586",1994,"85+","Örebro",456.16,"Men"
"8587",1994,"0-4","Västmanland",0,"Men"
"8588",1994,"5-9","Västmanland",0,"Men"
"8589",1994,"10-14","Västmanland",0,"Men"
"8590",1994,"15-19","Västmanland",0,"Men"
"8591",1994,"20-24","Västmanland",0,"Men"
"8592",1994,"25-29","Västmanland",0,"Men"
"8593",1994,"30-34","Västmanland",0,"Men"
"8594",1994,"35-39","Västmanland",0,"Men"
"8595",1994,"40-44","Västmanland",0,"Men"
"8596",1994,"45-49","Västmanland",0,"Men"
"8597",1994,"50-54","Västmanland",0,"Men"
"8598",1994,"55-59","Västmanland",0,"Men"
"8599",1994,"60-64","Västmanland",0,"Men"
"8600",1994,"65-69","Västmanland",18.17,"Men"
"8601",1994,"70-74","Västmanland",38.41,"Men"
"8602",1994,"75-59","Västmanland",78.89,"Men"
"8603",1994,"80-84","Västmanland",282.54,"Men"
"8604",1994,"85+","Västmanland",367.11,"Men"
"8605",1994,"0-4","Dalarna",0,"Men"
"8606",1994,"5-9","Dalarna",0,"Men"
"8607",1994,"10-14","Dalarna",0,"Men"
"8608",1994,"15-19","Dalarna",0,"Men"
"8609",1994,"20-24","Dalarna",0,"Men"
"8610",1994,"25-29","Dalarna",0,"Men"
"8611",1994,"30-34","Dalarna",0,"Men"
"8612",1994,"35-39","Dalarna",0,"Men"
"8613",1994,"40-44","Dalarna",0,"Men"
"8614",1994,"45-49","Dalarna",0,"Men"
"8615",1994,"50-54","Dalarna",0,"Men"
"8616",1994,"55-59","Dalarna",13.83,"Men"
"8617",1994,"60-64","Dalarna",14.69,"Men"
"8618",1994,"65-69","Dalarna",29.34,"Men"
"8619",1994,"70-74","Dalarna",98.49,"Men"
"8620",1994,"75-59","Dalarna",93.91,"Men"
"8621",1994,"80-84","Dalarna",148.61,"Men"
"8622",1994,"85+","Dalarna",200.25,"Men"
"8623",1994,"0-4","Gävleborg",0,"Men"
"8624",1994,"5-9","Gävleborg",0,"Men"
"8625",1994,"10-14","Gävleborg",0,"Men"
"8626",1994,"15-19","Gävleborg",0,"Men"
"8627",1994,"20-24","Gävleborg",0,"Men"
"8628",1994,"25-29","Gävleborg",0,"Men"
"8629",1994,"30-34","Gävleborg",0,"Men"
"8630",1994,"35-39","Gävleborg",0,"Men"
"8631",1994,"40-44","Gävleborg",9.84,"Men"
"8632",1994,"45-49","Gävleborg",8.5,"Men"
"8633",1994,"50-54","Gävleborg",0,"Men"
"8634",1994,"55-59","Gävleborg",0,"Men"
"8635",1994,"60-64","Gävleborg",41.42,"Men"
"8636",1994,"65-69","Gävleborg",27.93,"Men"
"8637",1994,"70-74","Gävleborg",130.82,"Men"
"8638",1994,"75-59","Gävleborg",245.52,"Men"
"8639",1994,"80-84","Gävleborg",182.54,"Men"
"8640",1994,"85+","Gävleborg",369.88,"Men"
"8641",1994,"0-4","Västernorrland",0,"Men"
"8642",1994,"5-9","Västernorrland",0,"Men"
"8643",1994,"10-14","Västernorrland",0,"Men"
"8644",1994,"15-19","Västernorrland",0,"Men"
"8645",1994,"20-24","Västernorrland",0,"Men"
"8646",1994,"25-29","Västernorrland",0,"Men"
"8647",1994,"30-34","Västernorrland",0,"Men"
"8648",1994,"35-39","Västernorrland",0,"Men"
"8649",1994,"40-44","Västernorrland",0,"Men"
"8650",1994,"45-49","Västernorrland",9.71,"Men"
"8651",1994,"50-54","Västernorrland",0,"Men"
"8652",1994,"55-59","Västernorrland",0,"Men"
"8653",1994,"60-64","Västernorrland",15.08,"Men"
"8654",1994,"65-69","Västernorrland",0,"Men"
"8655",1994,"70-74","Västernorrland",63.46,"Men"
"8656",1994,"75-59","Västernorrland",155.25,"Men"
"8657",1994,"80-84","Västernorrland",102.11,"Men"
"8658",1994,"85+","Västernorrland",448.81,"Men"
"8659",1994,"0-4","Jämtland",0,"Men"
"8660",1994,"5-9","Jämtland",0,"Men"
"8661",1994,"10-14","Jämtland",0,"Men"
"8662",1994,"15-19","Jämtland",0,"Men"
"8663",1994,"20-24","Jämtland",0,"Men"
"8664",1994,"25-29","Jämtland",0,"Men"
"8665",1994,"30-34","Jämtland",0,"Men"
"8666",1994,"35-39","Jämtland",0,"Men"
"8667",1994,"40-44","Jämtland",0,"Men"
"8668",1994,"45-49","Jämtland",18.99,"Men"
"8669",1994,"50-54","Jämtland",0,"Men"
"8670",1994,"55-59","Jämtland",59.52,"Men"
"8671",1994,"60-64","Jämtland",31.01,"Men"
"8672",1994,"65-69","Jämtland",29.49,"Men"
"8673",1994,"70-74","Jämtland",86.56,"Men"
"8674",1994,"75-59","Jämtland",75.7,"Men"
"8675",1994,"80-84","Jämtland",167.83,"Men"
"8676",1994,"85+","Jämtland",391.01,"Men"
"8677",1994,"0-4","Västerbotten",0,"Men"
"8678",1994,"5-9","Västerbotten",0,"Men"
"8679",1994,"10-14","Västerbotten",0,"Men"
"8680",1994,"15-19","Västerbotten",0,"Men"
"8681",1994,"20-24","Västerbotten",10.77,"Men"
"8682",1994,"25-29","Västerbotten",0,"Men"
"8683",1994,"30-34","Västerbotten",0,"Men"
"8684",1994,"35-39","Västerbotten",0,"Men"
"8685",1994,"40-44","Västerbotten",0,"Men"
"8686",1994,"45-49","Västerbotten",0,"Men"
"8687",1994,"50-54","Västerbotten",0,"Men"
"8688",1994,"55-59","Västerbotten",0,"Men"
"8689",1994,"60-64","Västerbotten",0,"Men"
"8690",1994,"65-69","Västerbotten",17.33,"Men"
"8691",1994,"70-74","Västerbotten",73.05,"Men"
"8692",1994,"75-59","Västerbotten",75.58,"Men"
"8693",1994,"80-84","Västerbotten",40.4,"Men"
"8694",1994,"85+","Västerbotten",226.93,"Men"
"8695",1994,"0-4","Norrbotten",0,"Men"
"8696",1994,"5-9","Norrbotten",0,"Men"
"8697",1994,"10-14","Norrbotten",0,"Men"
"8698",1994,"15-19","Norrbotten",0,"Men"
"8699",1994,"20-24","Norrbotten",0,"Men"
"8700",1994,"25-29","Norrbotten",0,"Men"
"8701",1994,"30-34","Norrbotten",0,"Men"
"8702",1994,"35-39","Norrbotten",0,"Men"
"8703",1994,"40-44","Norrbotten",0,"Men"
"8704",1994,"45-49","Norrbotten",0,"Men"
"8705",1994,"50-54","Norrbotten",11.57,"Men"
"8706",1994,"55-59","Norrbotten",0,"Men"
"8707",1994,"60-64","Norrbotten",14.23,"Men"
"8708",1994,"65-69","Norrbotten",15.71,"Men"
"8709",1994,"70-74","Norrbotten",73.46,"Men"
"8710",1994,"75-59","Norrbotten",80.28,"Men"
"8711",1994,"80-84","Norrbotten",124.97,"Men"
"8712",1994,"85+","Norrbotten",224.05,"Men"
"8713",1993,"0-4","Sweden",0,"Men"
"8714",1993,"5-9","Sweden",0,"Men"
"8715",1993,"10-14","Sweden",0,"Men"
"8716",1993,"15-19","Sweden",0.74,"Men"
"8717",1993,"20-24","Sweden",0.68,"Men"
"8718",1993,"25-29","Sweden",1.8,"Men"
"8719",1993,"30-34","Sweden",2.34,"Men"
"8720",1993,"35-39","Sweden",3.68,"Men"
"8721",1993,"40-44","Sweden",4.5,"Men"
"8722",1993,"45-49","Sweden",6.18,"Men"
"8723",1993,"50-54","Sweden",14.02,"Men"
"8724",1993,"55-59","Sweden",17.93,"Men"
"8725",1993,"60-64","Sweden",33.26,"Men"
"8726",1993,"65-69","Sweden",53.75,"Men"
"8727",1993,"70-74","Sweden",104.2,"Men"
"8728",1993,"75-59","Sweden",217.43,"Men"
"8729",1993,"80-84","Sweden",298.61,"Men"
"8730",1993,"85+","Sweden",419.5,"Men"
"8731",1993,"0-4","Stockholm",0,"Men"
"8732",1993,"5-9","Stockholm",0,"Men"
"8733",1993,"10-14","Stockholm",0,"Men"
"8734",1993,"15-19","Stockholm",0,"Men"
"8735",1993,"20-24","Stockholm",1.8,"Men"
"8736",1993,"25-29","Stockholm",1.4,"Men"
"8737",1993,"30-34","Stockholm",5.95,"Men"
"8738",1993,"35-39","Stockholm",6.35,"Men"
"8739",1993,"40-44","Stockholm",4.93,"Men"
"8740",1993,"45-49","Stockholm",10.28,"Men"
"8741",1993,"50-54","Stockholm",7.66,"Men"
"8742",1993,"55-59","Stockholm",28.63,"Men"
"8743",1993,"60-64","Stockholm",26.91,"Men"
"8744",1993,"65-69","Stockholm",65.83,"Men"
"8745",1993,"70-74","Stockholm",70.31,"Men"
"8746",1993,"75-59","Stockholm",282.59,"Men"
"8747",1993,"80-84","Stockholm",322.8,"Men"
"8748",1993,"85+","Stockholm",402.99,"Men"
"8749",1993,"0-4","Uppsala",0,"Men"
"8750",1993,"5-9","Uppsala",0,"Men"
"8751",1993,"10-14","Uppsala",0,"Men"
"8752",1993,"15-19","Uppsala",0,"Men"
"8753",1993,"20-24","Uppsala",0,"Men"
"8754",1993,"25-29","Uppsala",0,"Men"
"8755",1993,"30-34","Uppsala",0,"Men"
"8756",1993,"35-39","Uppsala",9.46,"Men"
"8757",1993,"40-44","Uppsala",9.14,"Men"
"8758",1993,"45-49","Uppsala",0,"Men"
"8759",1993,"50-54","Uppsala",0,"Men"
"8760",1993,"55-59","Uppsala",15.8,"Men"
"8761",1993,"60-64","Uppsala",17.55,"Men"
"8762",1993,"65-69","Uppsala",36.81,"Men"
"8763",1993,"70-74","Uppsala",97.68,"Men"
"8764",1993,"75-59","Uppsala",78.79,"Men"
"8765",1993,"80-84","Uppsala",80.42,"Men"
"8766",1993,"85+","Uppsala",434.24,"Men"
"8767",1993,"0-4","Södermanland",0,"Men"
"8768",1993,"5-9","Södermanland",0,"Men"
"8769",1993,"10-14","Södermanland",0,"Men"
"8770",1993,"15-19","Södermanland",0,"Men"
"8771",1993,"20-24","Södermanland",0,"Men"
"8772",1993,"25-29","Södermanland",0,"Men"
"8773",1993,"30-34","Södermanland",0,"Men"
"8774",1993,"35-39","Södermanland",11.77,"Men"
"8775",1993,"40-44","Södermanland",0,"Men"
"8776",1993,"45-49","Södermanland",0,"Men"
"8777",1993,"50-54","Södermanland",12.28,"Men"
"8778",1993,"55-59","Södermanland",31,"Men"
"8779",1993,"60-64","Södermanland",16.53,"Men"
"8780",1993,"65-69","Södermanland",66.05,"Men"
"8781",1993,"70-74","Södermanland",87.87,"Men"
"8782",1993,"75-59","Södermanland",176.3,"Men"
"8783",1993,"80-84","Södermanland",296.9,"Men"
"8784",1993,"85+","Södermanland",454.99,"Men"
"8785",1993,"0-4","Östergötland",0,"Men"
"8786",1993,"5-9","Östergötland",0,"Men"
"8787",1993,"10-14","Östergötland",0,"Men"
"8788",1993,"15-19","Östergötland",0,"Men"
"8789",1993,"20-24","Östergötland",0,"Men"
"8790",1993,"25-29","Östergötland",0,"Men"
"8791",1993,"30-34","Östergötland",0,"Men"
"8792",1993,"35-39","Östergötland",0,"Men"
"8793",1993,"40-44","Östergötland",14.04,"Men"
"8794",1993,"45-49","Östergötland",6.42,"Men"
"8795",1993,"50-54","Östergötland",0,"Men"
"8796",1993,"55-59","Östergötland",10.22,"Men"
"8797",1993,"60-64","Östergötland",32.79,"Men"
"8798",1993,"65-69","Östergötland",42.84,"Men"
"8799",1993,"70-74","Östergötland",77.98,"Men"
"8800",1993,"75-59","Östergötland",77.54,"Men"
"8801",1993,"80-84","Östergötland",190.89,"Men"
"8802",1993,"85+","Östergötland",372.98,"Men"
"8803",1993,"0-4","Jönköping",0,"Men"
"8804",1993,"5-9","Jönköping",0,"Men"
"8805",1993,"10-14","Jönköping",0,"Men"
"8806",1993,"15-19","Jönköping",0,"Men"
"8807",1993,"20-24","Jönköping",0,"Men"
"8808",1993,"25-29","Jönköping",0,"Men"
"8809",1993,"30-34","Jönköping",0,"Men"
"8810",1993,"35-39","Jönköping",0,"Men"
"8811",1993,"40-44","Jönköping",9.08,"Men"
"8812",1993,"45-49","Jönköping",16.53,"Men"
"8813",1993,"50-54","Jönköping",10.61,"Men"
"8814",1993,"55-59","Jönköping",25.88,"Men"
"8815",1993,"60-64","Jönköping",0,"Men"
"8816",1993,"65-69","Jönköping",79.22,"Men"
"8817",1993,"70-74","Jönköping",187.93,"Men"
"8818",1993,"75-59","Jönköping",272.16,"Men"
"8819",1993,"80-84","Jönköping",344.83,"Men"
"8820",1993,"85+","Jönköping",413.13,"Men"
"8821",1993,"0-4","Kronoberg",0,"Men"
"8822",1993,"5-9","Kronoberg",0,"Men"
"8823",1993,"10-14","Kronoberg",0,"Men"
"8824",1993,"15-19","Kronoberg",0,"Men"
"8825",1993,"20-24","Kronoberg",0,"Men"
"8826",1993,"25-29","Kronoberg",0,"Men"
"8827",1993,"30-34","Kronoberg",0,"Men"
"8828",1993,"35-39","Kronoberg",17.31,"Men"
"8829",1993,"40-44","Kronoberg",0,"Men"
"8830",1993,"45-49","Kronoberg",0,"Men"
"8831",1993,"50-54","Kronoberg",0,"Men"
"8832",1993,"55-59","Kronoberg",22.52,"Men"
"8833",1993,"60-64","Kronoberg",23.66,"Men"
"8834",1993,"65-69","Kronoberg",23.47,"Men"
"8835",1993,"70-74","Kronoberg",50.47,"Men"
"8836",1993,"75-59","Kronoberg",130.78,"Men"
"8837",1993,"80-84","Kronoberg",140.94,"Men"
"8838",1993,"85+","Kronoberg",654.31,"Men"
"8839",1993,"0-4","Kalmar",0,"Men"
"8840",1993,"5-9","Kalmar",0,"Men"
"8841",1993,"10-14","Kalmar",0,"Men"
"8842",1993,"15-19","Kalmar",0,"Men"
"8843",1993,"20-24","Kalmar",0,"Men"
"8844",1993,"25-29","Kalmar",0,"Men"
"8845",1993,"30-34","Kalmar",0,"Men"
"8846",1993,"35-39","Kalmar",0,"Men"
"8847",1993,"40-44","Kalmar",0,"Men"
"8848",1993,"45-49","Kalmar",0,"Men"
"8849",1993,"50-54","Kalmar",13.68,"Men"
"8850",1993,"55-59","Kalmar",16.18,"Men"
"8851",1993,"60-64","Kalmar",16.85,"Men"
"8852",1993,"65-69","Kalmar",135.25,"Men"
"8853",1993,"70-74","Kalmar",153.43,"Men"
"8854",1993,"75-59","Kalmar",269.66,"Men"
"8855",1993,"80-84","Kalmar",199.17,"Men"
"8856",1993,"85+","Kalmar",158.86,"Men"
"8857",1993,"0-4","Gotland",0,"Men"
"8858",1993,"5-9","Gotland",0,"Men"
"8859",1993,"10-14","Gotland",0,"Men"
"8860",1993,"15-19","Gotland",0,"Men"
"8861",1993,"20-24","Gotland",0,"Men"
"8862",1993,"25-29","Gotland",0,"Men"
"8863",1993,"30-34","Gotland",0,"Men"
"8864",1993,"35-39","Gotland",0,"Men"
"8865",1993,"40-44","Gotland",0,"Men"
"8866",1993,"45-49","Gotland",0,"Men"
"8867",1993,"50-54","Gotland",0,"Men"
"8868",1993,"55-59","Gotland",0,"Men"
"8869",1993,"60-64","Gotland",0,"Men"
"8870",1993,"65-69","Gotland",0,"Men"
"8871",1993,"70-74","Gotland",165.56,"Men"
"8872",1993,"75-59","Gotland",0,"Men"
"8873",1993,"80-84","Gotland",0,"Men"
"8874",1993,"85+","Gotland",0,"Men"
"8875",1993,"0-4","Blekinge",0,"Men"
"8876",1993,"5-9","Blekinge",0,"Men"
"8877",1993,"10-14","Blekinge",0,"Men"
"8878",1993,"15-19","Blekinge",19.31,"Men"
"8879",1993,"20-24","Blekinge",0,"Men"
"8880",1993,"25-29","Blekinge",0,"Men"
"8881",1993,"30-34","Blekinge",0,"Men"
"8882",1993,"35-39","Blekinge",0,"Men"
"8883",1993,"40-44","Blekinge",0,"Men"
"8884",1993,"45-49","Blekinge",16.96,"Men"
"8885",1993,"50-54","Blekinge",20.54,"Men"
"8886",1993,"55-59","Blekinge",23.71,"Men"
"8887",1993,"60-64","Blekinge",25.56,"Men"
"8888",1993,"65-69","Blekinge",26.96,"Men"
"8889",1993,"70-74","Blekinge",175.82,"Men"
"8890",1993,"75-59","Blekinge",230.77,"Men"
"8891",1993,"80-84","Blekinge",400.46,"Men"
"8892",1993,"85+","Blekinge",383.88,"Men"
"8893",1993,"0-4","Skåne",0,"Men"
"8894",1993,"5-9","Skåne",0,"Men"
"8895",1993,"10-14","Skåne",0,"Men"
"8896",1993,"15-19","Skåne",0,"Men"
"8897",1993,"20-24","Skåne",0,"Men"
"8898",1993,"25-29","Skåne",0,"Men"
"8899",1993,"30-34","Skåne",0,"Men"
"8900",1993,"35-39","Skåne",2.78,"Men"
"8901",1993,"40-44","Skåne",2.61,"Men"
"8902",1993,"45-49","Skåne",4.8,"Men"
"8903",1993,"50-54","Skåne",30.02,"Men"
"8904",1993,"55-59","Skåne",22.19,"Men"
"8905",1993,"60-64","Skåne",43.51,"Men"
"8906",1993,"65-69","Skåne",63.95,"Men"
"8907",1993,"70-74","Skåne",128.44,"Men"
"8908",1993,"75-59","Skåne",225.45,"Men"
"8909",1993,"80-84","Skåne",424.46,"Men"
"8910",1993,"85+","Skåne",561.49,"Men"
"8911",1993,"0-4","Halland",0,"Men"
"8912",1993,"5-9","Halland",0,"Men"
"8913",1993,"10-14","Halland",0,"Men"
"8914",1993,"15-19","Halland",0,"Men"
"8915",1993,"20-24","Halland",0,"Men"
"8916",1993,"25-29","Halland",0,"Men"
"8917",1993,"30-34","Halland",11.83,"Men"
"8918",1993,"35-39","Halland",0,"Men"
"8919",1993,"40-44","Halland",0,"Men"
"8920",1993,"45-49","Halland",9.8,"Men"
"8921",1993,"50-54","Halland",0,"Men"
"8922",1993,"55-59","Halland",0,"Men"
"8923",1993,"60-64","Halland",101.29,"Men"
"8924",1993,"65-69","Halland",66.98,"Men"
"8925",1993,"70-74","Halland",120.88,"Men"
"8926",1993,"75-59","Halland",361.53,"Men"
"8927",1993,"80-84","Halland",500.98,"Men"
"8928",1993,"85+","Halland",378.55,"Men"
"8929",1993,"0-4","VästraGötaland",0,"Men"
"8930",1993,"5-9","VästraGötaland",0,"Men"
"8931",1993,"10-14","VästraGötaland",0,"Men"
"8932",1993,"15-19","VästraGötaland",0,"Men"
"8933",1993,"20-24","VästraGötaland",0,"Men"
"8934",1993,"25-29","VästraGötaland",8.67,"Men"
"8935",1993,"30-34","VästraGötaland",0,"Men"
"8936",1993,"35-39","VästraGötaland",1.99,"Men"
"8937",1993,"40-44","VästraGötaland",9.72,"Men"
"8938",1993,"45-49","VästraGötaland",10.86,"Men"
"8939",1993,"50-54","VästraGötaland",27.85,"Men"
"8940",1993,"55-59","VästraGötaland",17.19,"Men"
"8941",1993,"60-64","VästraGötaland",57.13,"Men"
"8942",1993,"65-69","VästraGötaland",69.95,"Men"
"8943",1993,"70-74","VästraGötaland",140.76,"Men"
"8944",1993,"75-59","VästraGötaland",273.36,"Men"
"8945",1993,"80-84","VästraGötaland",384.22,"Men"
"8946",1993,"85+","VästraGötaland",529.37,"Men"
"8947",1993,"0-4","Värmland",0,"Men"
"8948",1993,"5-9","Värmland",0,"Men"
"8949",1993,"10-14","Värmland",0,"Men"
"8950",1993,"15-19","Värmland",0,"Men"
"8951",1993,"20-24","Värmland",0,"Men"
"8952",1993,"25-29","Värmland",0,"Men"
"8953",1993,"30-34","Värmland",0,"Men"
"8954",1993,"35-39","Värmland",21.42,"Men"
"8955",1993,"40-44","Värmland",0,"Men"
"8956",1993,"45-49","Värmland",0,"Men"
"8957",1993,"50-54","Värmland",36.07,"Men"
"8958",1993,"55-59","Värmland",0,"Men"
"8959",1993,"60-64","Värmland",13.47,"Men"
"8960",1993,"65-69","Värmland",54.93,"Men"
"8961",1993,"70-74","Värmland",141.13,"Men"
"8962",1993,"75-59","Värmland",183.88,"Men"
"8963",1993,"80-84","Värmland",245.17,"Men"
"8964",1993,"85+","Värmland",381.68,"Men"
"8965",1993,"0-4","Örebro",0,"Men"
"8966",1993,"5-9","Örebro",0,"Men"
"8967",1993,"10-14","Örebro",0,"Men"
"8968",1993,"15-19","Örebro",11.69,"Men"
"8969",1993,"20-24","Örebro",0,"Men"
"8970",1993,"25-29","Örebro",0,"Men"
"8971",1993,"30-34","Örebro",11.46,"Men"
"8972",1993,"35-39","Örebro",0,"Men"
"8973",1993,"40-44","Örebro",10.3,"Men"
"8974",1993,"45-49","Örebro",0,"Men"
"8975",1993,"50-54","Örebro",0,"Men"
"8976",1993,"55-59","Örebro",15.62,"Men"
"8977",1993,"60-64","Örebro",32.38,"Men"
"8978",1993,"65-69","Örebro",0,"Men"
"8979",1993,"70-74","Örebro",155.61,"Men"
"8980",1993,"75-59","Örebro",369.27,"Men"
"8981",1993,"80-84","Örebro",335.93,"Men"
"8982",1993,"85+","Örebro",477.2,"Men"
"8983",1993,"0-4","Västmanland",0,"Men"
"8984",1993,"5-9","Västmanland",0,"Men"
"8985",1993,"10-14","Västmanland",0,"Men"
"8986",1993,"15-19","Västmanland",0,"Men"
"8987",1993,"20-24","Västmanland",0,"Men"
"8988",1993,"25-29","Västmanland",0,"Men"
"8989",1993,"30-34","Västmanland",0,"Men"
"8990",1993,"35-39","Västmanland",0,"Men"
"8991",1993,"40-44","Västmanland",0,"Men"
"8992",1993,"45-49","Västmanland",0,"Men"
"8993",1993,"50-54","Västmanland",0,"Men"
"8994",1993,"55-59","Västmanland",15.65,"Men"
"8995",1993,"60-64","Västmanland",0,"Men"
"8996",1993,"65-69","Västmanland",18.07,"Men"
"8997",1993,"70-74","Västmanland",76.66,"Men"
"8998",1993,"75-59","Västmanland",156.9,"Men"
"8999",1993,"80-84","Västmanland",367.95,"Men"
"9000",1993,"85+","Västmanland",153.79,"Men"
"9001",1993,"0-4","Dalarna",0,"Men"
"9002",1993,"5-9","Dalarna",0,"Men"
"9003",1993,"10-14","Dalarna",0,"Men"
"9004",1993,"15-19","Dalarna",0,"Men"
"9005",1993,"20-24","Dalarna",11,"Men"
"9006",1993,"25-29","Dalarna",0,"Men"
"9007",1993,"30-34","Dalarna",0,"Men"
"9008",1993,"35-39","Dalarna",0,"Men"
"9009",1993,"40-44","Dalarna",0,"Men"
"9010",1993,"45-49","Dalarna",8.59,"Men"
"9011",1993,"50-54","Dalarna",0,"Men"
"9012",1993,"55-59","Dalarna",0,"Men"
"9013",1993,"60-64","Dalarna",14.53,"Men"
"9014",1993,"65-69","Dalarna",14.22,"Men"
"9015",1993,"70-74","Dalarna",83.8,"Men"
"9016",1993,"75-59","Dalarna",94.71,"Men"
"9017",1993,"80-84","Dalarna",267.22,"Men"
"9018",1993,"85+","Dalarna",474.68,"Men"
"9019",1993,"0-4","Gävleborg",0,"Men"
"9020",1993,"5-9","Gävleborg",0,"Men"
"9021",1993,"10-14","Gävleborg",0,"Men"
"9022",1993,"15-19","Gävleborg",0,"Men"
"9023",1993,"20-24","Gävleborg",0,"Men"
"9024",1993,"25-29","Gävleborg",0,"Men"
"9025",1993,"30-34","Gävleborg",0,"Men"
"9026",1993,"35-39","Gävleborg",0,"Men"
"9027",1993,"40-44","Gävleborg",0,"Men"
"9028",1993,"45-49","Gävleborg",0,"Men"
"9029",1993,"50-54","Gävleborg",22.56,"Men"
"9030",1993,"55-59","Gävleborg",40.27,"Men"
"9031",1993,"60-64","Gävleborg",54.17,"Men"
"9032",1993,"65-69","Gävleborg",55.13,"Men"
"9033",1993,"70-74","Gävleborg",58,"Men"
"9034",1993,"75-59","Gävleborg",263.24,"Men"
"9035",1993,"80-84","Gävleborg",213.06,"Men"
"9036",1993,"85+","Gävleborg",492.21,"Men"
"9037",1993,"0-4","Västernorrland",0,"Men"
"9038",1993,"5-9","Västernorrland",0,"Men"
"9039",1993,"10-14","Västernorrland",0,"Men"
"9040",1993,"15-19","Västernorrland",0,"Men"
"9041",1993,"20-24","Västernorrland",0,"Men"
"9042",1993,"25-29","Västernorrland",0,"Men"
"9043",1993,"30-34","Västernorrland",0,"Men"
"9044",1993,"35-39","Västernorrland",0,"Men"
"9045",1993,"40-44","Västernorrland",0,"Men"
"9046",1993,"45-49","Västernorrland",0,"Men"
"9047",1993,"50-54","Västernorrland",24.95,"Men"
