"","years","age","counties","cases","sexInd"
"14602",1979,"15-19","Jämtland",0,"Men"
"14603",1979,"20-24","Jämtland",0,"Men"
"14604",1979,"25-29","Jämtland",0,"Men"
"14605",1979,"30-34","Jämtland",0,"Men"
"14606",1979,"35-39","Jämtland",0,"Men"
"14607",1979,"40-44","Jämtland",0,"Men"
"14608",1979,"45-49","Jämtland",0,"Men"
"14609",1979,"50-54","Jämtland",25.29,"Men"
"14610",1979,"55-59","Jämtland",0,"Men"
"14611",1979,"60-64","Jämtland",0,"Men"
"14612",1979,"65-69","Jämtland",0,"Men"
"14613",1979,"70-74","Jämtland",0,"Men"
"14614",1979,"75-59","Jämtland",86.13,"Men"
"14615",1979,"80-84","Jämtland",72.44,"Men"
"14616",1979,"85+","Jämtland",241.11,"Men"
"14617",1979,"0-4","Västerbotten",0,"Men"
"14618",1979,"5-9","Västerbotten",0,"Men"
"14619",1979,"10-14","Västerbotten",0,"Men"
"14620",1979,"15-19","Västerbotten",0,"Men"
"14621",1979,"20-24","Västerbotten",0,"Men"
"14622",1979,"25-29","Västerbotten",0,"Men"
"14623",1979,"30-34","Västerbotten",0,"Men"
"14624",1979,"35-39","Västerbotten",0,"Men"
"14625",1979,"40-44","Västerbotten",0,"Men"
"14626",1979,"45-49","Västerbotten",14.94,"Men"
"14627",1979,"50-54","Västerbotten",0,"Men"
"14628",1979,"55-59","Västerbotten",26.49,"Men"
"14629",1979,"60-64","Västerbotten",28.92,"Men"
"14630",1979,"65-69","Västerbotten",32.02,"Men"
"14631",1979,"70-74","Västerbotten",60.57,"Men"
"14632",1979,"75-59","Västerbotten",155.3,"Men"
"14633",1979,"80-84","Västerbotten",60.35,"Men"
"14634",1979,"85+","Västerbotten",352.73,"Men"
"14635",1979,"0-4","Norrbotten",0,"Men"
"14636",1979,"5-9","Norrbotten",0,"Men"
"14637",1979,"10-14","Norrbotten",0,"Men"
"14638",1979,"15-19","Norrbotten",0,"Men"
"14639",1979,"20-24","Norrbotten",0,"Men"
"14640",1979,"25-29","Norrbotten",0,"Men"
"14641",1979,"30-34","Norrbotten",0,"Men"
"14642",1979,"35-39","Norrbotten",0,"Men"
"14643",1979,"40-44","Norrbotten",0,"Men"
"14644",1979,"45-49","Norrbotten",0,"Men"
"14645",1979,"50-54","Norrbotten",0,"Men"
"14646",1979,"55-59","Norrbotten",0,"Men"
"14647",1979,"60-64","Norrbotten",14.77,"Men"
"14648",1979,"65-69","Norrbotten",32.26,"Men"
"14649",1979,"70-74","Norrbotten",42.02,"Men"
"14650",1979,"75-59","Norrbotten",65.89,"Men"
"14651",1979,"80-84","Norrbotten",126.3,"Men"
"14652",1979,"85+","Norrbotten",132.89,"Men"
"14653",1978,"0-4","Sweden",0,"Men"
"14654",1978,"5-9","Sweden",0,"Men"
"14655",1978,"10-14","Sweden",0.32,"Men"
"14656",1978,"15-19","Sweden",0,"Men"
"14657",1978,"20-24","Sweden",0,"Men"
"14658",1978,"25-29","Sweden",0.32,"Men"
"14659",1978,"30-34","Sweden",0.57,"Men"
"14660",1978,"35-39","Sweden",1.09,"Men"
"14661",1978,"40-44","Sweden",2.19,"Men"
"14662",1978,"45-49","Sweden",2.68,"Men"
"14663",1978,"50-54","Sweden",7.14,"Men"
"14664",1978,"55-59","Sweden",9.37,"Men"
"14665",1978,"60-64","Sweden",20.59,"Men"
"14666",1978,"65-69","Sweden",35.72,"Men"
"14667",1978,"70-74","Sweden",59.63,"Men"
"14668",1978,"75-59","Sweden",117.27,"Men"
"14669",1978,"80-84","Sweden",160.92,"Men"
"14670",1978,"85+","Sweden",330.78,"Men"
"14671",1978,"0-4","Stockholm",0,"Men"
"14672",1978,"5-9","Stockholm",0,"Men"
"14673",1978,"10-14","Stockholm",0,"Men"
"14674",1978,"15-19","Stockholm",0,"Men"
"14675",1978,"20-24","Stockholm",0,"Men"
"14676",1978,"25-29","Stockholm",0,"Men"
"14677",1978,"30-34","Stockholm",1.37,"Men"
"14678",1978,"35-39","Stockholm",1.78,"Men"
"14679",1978,"40-44","Stockholm",0,"Men"
"14680",1978,"45-49","Stockholm",2.51,"Men"
"14681",1978,"50-54","Stockholm",4.7,"Men"
"14682",1978,"55-59","Stockholm",2.19,"Men"
"14683",1978,"60-64","Stockholm",23.78,"Men"
"14684",1978,"65-69","Stockholm",30.59,"Men"
"14685",1978,"70-74","Stockholm",48.01,"Men"
"14686",1978,"75-59","Stockholm",99.21,"Men"
"14687",1978,"80-84","Stockholm",181.36,"Men"
"14688",1978,"85+","Stockholm",391.39,"Men"
"14689",1978,"0-4","Uppsala",0,"Men"
"14690",1978,"5-9","Uppsala",0,"Men"
"14691",1978,"10-14","Uppsala",0,"Men"
"14692",1978,"15-19","Uppsala",0,"Men"
"14693",1978,"20-24","Uppsala",0,"Men"
"14694",1978,"25-29","Uppsala",0,"Men"
"14695",1978,"30-34","Uppsala",0,"Men"
"14696",1978,"35-39","Uppsala",11.37,"Men"
"14697",1978,"40-44","Uppsala",0,"Men"
"14698",1978,"45-49","Uppsala",32.31,"Men"
"14699",1978,"50-54","Uppsala",0,"Men"
"14700",1978,"55-59","Uppsala",0,"Men"
"14701",1978,"60-64","Uppsala",0,"Men"
"14702",1978,"65-69","Uppsala",35.49,"Men"
"14703",1978,"70-74","Uppsala",43.64,"Men"
"14704",1978,"75-59","Uppsala",61.79,"Men"
"14705",1978,"80-84","Uppsala",53.6,"Men"
"14706",1978,"85+","Uppsala",483.79,"Men"
"14707",1978,"0-4","Södermanland",0,"Men"
"14708",1978,"5-9","Södermanland",0,"Men"
"14709",1978,"10-14","Södermanland",0,"Men"
"14710",1978,"15-19","Södermanland",0,"Men"
"14711",1978,"20-24","Södermanland",0,"Men"
"14712",1978,"25-29","Södermanland",0,"Men"
"14713",1978,"30-34","Södermanland",0,"Men"
"14714",1978,"35-39","Södermanland",0,"Men"
"14715",1978,"40-44","Södermanland",0,"Men"
"14716",1978,"45-49","Södermanland",0,"Men"
"14717",1978,"50-54","Södermanland",14.07,"Men"
"14718",1978,"55-59","Södermanland",0,"Men"
"14719",1978,"60-64","Södermanland",14.58,"Men"
"14720",1978,"65-69","Södermanland",75.96,"Men"
"14721",1978,"70-74","Södermanland",19.86,"Men"
"14722",1978,"75-59","Södermanland",60.03,"Men"
"14723",1978,"80-84","Södermanland",220.02,"Men"
"14724",1978,"85+","Södermanland",207.58,"Men"
"14725",1978,"0-4","Östergötland",0,"Men"
"14726",1978,"5-9","Östergötland",0,"Men"
"14727",1978,"10-14","Östergötland",0,"Men"
"14728",1978,"15-19","Östergötland",0,"Men"
"14729",1978,"20-24","Östergötland",0,"Men"
"14730",1978,"25-29","Östergötland",0,"Men"
"14731",1978,"30-34","Östergötland",0,"Men"
"14732",1978,"35-39","Östergötland",0,"Men"
"14733",1978,"40-44","Östergötland",9.58,"Men"
"14734",1978,"45-49","Östergötland",0,"Men"
"14735",1978,"50-54","Östergötland",8.86,"Men"
"14736",1978,"55-59","Östergötland",0,"Men"
"14737",1978,"60-64","Östergötland",18.25,"Men"
"14738",1978,"65-69","Östergötland",39.23,"Men"
"14739",1978,"70-74","Östergötland",50.03,"Men"
"14740",1978,"75-59","Östergötland",130.63,"Men"
"14741",1978,"80-84","Östergötland",214.32,"Men"
"14742",1978,"85+","Östergötland",524.59,"Men"
"14743",1978,"0-4","Jönköping",0,"Men"
"14744",1978,"5-9","Jönköping",0,"Men"
"14745",1978,"10-14","Jönköping",0,"Men"
"14746",1978,"15-19","Jönköping",0,"Men"
"14747",1978,"20-24","Jönköping",0,"Men"
"14748",1978,"25-29","Jönköping",0,"Men"
"14749",1978,"30-34","Jönköping",0,"Men"
"14750",1978,"35-39","Jönköping",0,"Men"
"14751",1978,"40-44","Jönköping",0,"Men"
"14752",1978,"45-49","Jönköping",0,"Men"
"14753",1978,"50-54","Jönköping",22.15,"Men"
"14754",1978,"55-59","Jönköping",10,"Men"
"14755",1978,"60-64","Jönköping",11.09,"Men"
"14756",1978,"65-69","Jönköping",11.7,"Men"
"14757",1978,"70-74","Jönköping",46.55,"Men"
"14758",1978,"75-59","Jönköping",136.64,"Men"
"14759",1978,"80-84","Jönköping",122.15,"Men"
"14760",1978,"85+","Jönköping",377.5,"Men"
"14761",1978,"0-4","Kronoberg",0,"Men"
"14762",1978,"5-9","Kronoberg",0,"Men"
"14763",1978,"10-14","Kronoberg",14.97,"Men"
"14764",1978,"15-19","Kronoberg",0,"Men"
"14765",1978,"20-24","Kronoberg",0,"Men"
"14766",1978,"25-29","Kronoberg",0,"Men"
"14767",1978,"30-34","Kronoberg",0,"Men"
"14768",1978,"35-39","Kronoberg",0,"Men"
"14769",1978,"40-44","Kronoberg",21.31,"Men"
"14770",1978,"45-49","Kronoberg",21.5,"Men"
"14771",1978,"50-54","Kronoberg",20.1,"Men"
"14772",1978,"55-59","Kronoberg",0,"Men"
"14773",1978,"60-64","Kronoberg",20.54,"Men"
"14774",1978,"65-69","Kronoberg",42.06,"Men"
"14775",1978,"70-74","Kronoberg",133.48,"Men"
"14776",1978,"75-59","Kronoberg",326.56,"Men"
"14777",1978,"80-84","Kronoberg",183.71,"Men"
"14778",1978,"85+","Kronoberg",0,"Men"
"14779",1978,"0-4","Kalmar",0,"Men"
"14780",1978,"5-9","Kalmar",0,"Men"
"14781",1978,"10-14","Kalmar",0,"Men"
"14782",1978,"15-19","Kalmar",0,"Men"
"14783",1978,"20-24","Kalmar",0,"Men"
"14784",1978,"25-29","Kalmar",12.12,"Men"
"14785",1978,"30-34","Kalmar",0,"Men"
"14786",1978,"35-39","Kalmar",0,"Men"
"14787",1978,"40-44","Kalmar",0,"Men"
"14788",1978,"45-49","Kalmar",0,"Men"
"14789",1978,"50-54","Kalmar",14.51,"Men"
"14790",1978,"55-59","Kalmar",13.17,"Men"
"14791",1978,"60-64","Kalmar",40.92,"Men"
"14792",1978,"65-69","Kalmar",41.11,"Men"
"14793",1978,"70-74","Kalmar",68.46,"Men"
"14794",1978,"75-59","Kalmar",24.41,"Men"
"14795",1978,"80-84","Kalmar",46.58,"Men"
"14796",1978,"85+","Kalmar",167.64,"Men"
"14797",1978,"0-4","Gotland",0,"Men"
"14798",1978,"5-9","Gotland",0,"Men"
"14799",1978,"10-14","Gotland",0,"Men"
"14800",1978,"15-19","Gotland",0,"Men"
"14801",1978,"20-24","Gotland",0,"Men"
"14802",1978,"25-29","Gotland",0,"Men"
"14803",1978,"30-34","Gotland",0,"Men"
"14804",1978,"35-39","Gotland",0,"Men"
"14805",1978,"40-44","Gotland",0,"Men"
"14806",1978,"45-49","Gotland",0,"Men"
"14807",1978,"50-54","Gotland",0,"Men"
"14808",1978,"55-59","Gotland",0,"Men"
"14809",1978,"60-64","Gotland",0,"Men"
"14810",1978,"65-69","Gotland",0,"Men"
"14811",1978,"70-74","Gotland",85.11,"Men"
"14812",1978,"75-59","Gotland",0,"Men"
"14813",1978,"80-84","Gotland",227.01,"Men"
"14814",1978,"85+","Gotland",847.46,"Men"
"14815",1978,"0-4","Blekinge",0,"Men"
"14816",1978,"5-9","Blekinge",0,"Men"
"14817",1978,"10-14","Blekinge",0,"Men"
"14818",1978,"15-19","Blekinge",0,"Men"
"14819",1978,"20-24","Blekinge",0,"Men"
"14820",1978,"25-29","Blekinge",0,"Men"
"14821",1978,"30-34","Blekinge",0,"Men"
"14822",1978,"35-39","Blekinge",0,"Men"
"14823",1978,"40-44","Blekinge",22.21,"Men"
"14824",1978,"45-49","Blekinge",0,"Men"
"14825",1978,"50-54","Blekinge",0,"Men"
"14826",1978,"55-59","Blekinge",0,"Men"
"14827",1978,"60-64","Blekinge",0,"Men"
"14828",1978,"65-69","Blekinge",47.03,"Men"
"14829",1978,"70-74","Blekinge",28.87,"Men"
"14830",1978,"75-59","Blekinge",259.8,"Men"
"14831",1978,"80-84","Blekinge",232.74,"Men"
"14832",1978,"85+","Blekinge",156.37,"Men"
"14833",1978,"0-4","Skåne",0,"Men"
"14834",1978,"5-9","Skåne",0,"Men"
"14835",1978,"10-14","Skåne",0,"Men"
"14836",1978,"15-19","Skåne",0,"Men"
"14837",1978,"20-24","Skåne",0,"Men"
"14838",1978,"25-29","Skåne",0,"Men"
"14839",1978,"30-34","Skåne",0,"Men"
"14840",1978,"35-39","Skåne",0,"Men"
"14841",1978,"40-44","Skåne",0,"Men"
"14842",1978,"45-49","Skåne",3.59,"Men"
"14843",1978,"50-54","Skåne",10.21,"Men"
"14844",1978,"55-59","Skåne",19.35,"Men"
"14845",1978,"60-64","Skåne",17.98,"Men"
"14846",1978,"65-69","Skåne",53.04,"Men"
"14847",1978,"70-74","Skåne",98.1,"Men"
"14848",1978,"75-59","Skåne",179.24,"Men"
"14849",1978,"80-84","Skåne",166.24,"Men"
"14850",1978,"85+","Skåne",387.69,"Men"
"14851",1978,"0-4","Halland",0,"Men"
"14852",1978,"5-9","Halland",0,"Men"
"14853",1978,"10-14","Halland",0,"Men"
"14854",1978,"15-19","Halland",0,"Men"
"14855",1978,"20-24","Halland",0,"Men"
"14856",1978,"25-29","Halland",0,"Men"
"14857",1978,"30-34","Halland",0,"Men"
"14858",1978,"35-39","Halland",0,"Men"
"14859",1978,"40-44","Halland",0,"Men"
"14860",1978,"45-49","Halland",0,"Men"
"14861",1978,"50-54","Halland",0,"Men"
"14862",1978,"55-59","Halland",29.11,"Men"
"14863",1978,"60-64","Halland",32.82,"Men"
"14864",1978,"65-69","Halland",33.95,"Men"
"14865",1978,"70-74","Halland",109.88,"Men"
"14866",1978,"75-59","Halland",99.24,"Men"
"14867",1978,"80-84","Halland",234.12,"Men"
"14868",1978,"85+","Halland",107.07,"Men"
"14869",1978,"0-4","VästraGötaland",0,"Men"
"14870",1978,"5-9","VästraGötaland",0,"Men"
"14871",1978,"10-14","VästraGötaland",0,"Men"
"14872",1978,"15-19","VästraGötaland",0,"Men"
"14873",1978,"20-24","VästraGötaland",0,"Men"
"14874",1978,"25-29","VästraGötaland",0,"Men"
"14875",1978,"30-34","VästraGötaland",1.72,"Men"
"14876",1978,"35-39","VästraGötaland",2.19,"Men"
"14877",1978,"40-44","VästraGötaland",5.27,"Men"
"14878",1978,"45-49","VästraGötaland",2.64,"Men"
"14879",1978,"50-54","VästraGötaland",7.43,"Men"
"14880",1978,"55-59","VästraGötaland",9.26,"Men"
"14881",1978,"60-64","VästraGötaland",33.97,"Men"
"14882",1978,"65-69","VästraGötaland",36.42,"Men"
"14883",1978,"70-74","VästraGötaland",72.63,"Men"
"14884",1978,"75-59","VästraGötaland",155.96,"Men"
"14885",1978,"80-84","VästraGötaland",184.33,"Men"
"14886",1978,"85+","VästraGötaland",471.06,"Men"
"14887",1978,"0-4","Värmland",0,"Men"
"14888",1978,"5-9","Värmland",0,"Men"
"14889",1978,"10-14","Värmland",0,"Men"
"14890",1978,"15-19","Värmland",0,"Men"
"14891",1978,"20-24","Värmland",0,"Men"
"14892",1978,"25-29","Värmland",0,"Men"
"14893",1978,"30-34","Värmland",0,"Men"
"14894",1978,"35-39","Värmland",0,"Men"
"14895",1978,"40-44","Värmland",0,"Men"
"14896",1978,"45-49","Värmland",0,"Men"
"14897",1978,"50-54","Värmland",0,"Men"
"14898",1978,"55-59","Värmland",10.18,"Men"
"14899",1978,"60-64","Värmland",0,"Men"
"14900",1978,"65-69","Värmland",24.08,"Men"
"14901",1978,"70-74","Värmland",75.81,"Men"
"14902",1978,"75-59","Värmland",153.71,"Men"
"14903",1978,"80-84","Värmland",159.9,"Men"
"14904",1978,"85+","Värmland",252.63,"Men"
"14905",1978,"0-4","Örebro",0,"Men"
"14906",1978,"5-9","Örebro",0,"Men"
"14907",1978,"10-14","Örebro",0,"Men"
"14908",1978,"15-19","Örebro",0,"Men"
"14909",1978,"20-24","Örebro",0,"Men"
"14910",1978,"25-29","Örebro",0,"Men"
"14911",1978,"30-34","Örebro",0,"Men"
"14912",1978,"35-39","Örebro",0,"Men"
"14913",1978,"40-44","Örebro",0,"Men"
"14914",1978,"45-49","Örebro",0,"Men"
"14915",1978,"50-54","Örebro",0,"Men"
"14916",1978,"55-59","Örebro",0,"Men"
"14917",1978,"60-64","Örebro",36.42,"Men"
"14918",1978,"65-69","Örebro",64.84,"Men"
"14919",1978,"70-74","Örebro",16.83,"Men"
"14920",1978,"75-59","Örebro",48.79,"Men"
"14921",1978,"80-84","Örebro",92.12,"Men"
"14922",1978,"85+","Örebro",336.98,"Men"
"14923",1978,"0-4","Västmanland",0,"Men"
"14924",1978,"5-9","Västmanland",0,"Men"
"14925",1978,"10-14","Västmanland",0,"Men"
"14926",1978,"15-19","Västmanland",0,"Men"
"14927",1978,"20-24","Västmanland",0,"Men"
"14928",1978,"25-29","Västmanland",0,"Men"
"14929",1978,"30-34","Västmanland",0,"Men"
"14930",1978,"35-39","Västmanland",0,"Men"
"14931",1978,"40-44","Västmanland",0,"Men"
"14932",1978,"45-49","Västmanland",0,"Men"
"14933",1978,"50-54","Västmanland",43.52,"Men"
"14934",1978,"55-59","Västmanland",13.53,"Men"
"14935",1978,"60-64","Västmanland",14.78,"Men"
"14936",1978,"65-69","Västmanland",32.64,"Men"
"14937",1978,"70-74","Västmanland",90.81,"Men"
"14938",1978,"75-59","Västmanland",0,"Men"
"14939",1978,"80-84","Västmanland",211.79,"Men"
"14940",1978,"85+","Västmanland",252.53,"Men"
"14941",1978,"0-4","Dalarna",0,"Men"
"14942",1978,"5-9","Dalarna",0,"Men"
"14943",1978,"10-14","Dalarna",0,"Men"
"14944",1978,"15-19","Dalarna",0,"Men"
"14945",1978,"20-24","Dalarna",0,"Men"
"14946",1978,"25-29","Dalarna",0,"Men"
"14947",1978,"30-34","Dalarna",0,"Men"
"14948",1978,"35-39","Dalarna",0,"Men"
"14949",1978,"40-44","Dalarna",0,"Men"
"14950",1978,"45-49","Dalarna",0,"Men"
"14951",1978,"50-54","Dalarna",0,"Men"
"14952",1978,"55-59","Dalarna",31.75,"Men"
"14953",1978,"60-64","Dalarna",11.4,"Men"
"14954",1978,"65-69","Dalarna",11.89,"Men"
"14955",1978,"70-74","Dalarna",30.61,"Men"
"14956",1978,"75-59","Dalarna",69.69,"Men"
"14957",1978,"80-84","Dalarna",83.79,"Men"
"14958",1978,"85+","Dalarna",175.52,"Men"
"14959",1978,"0-4","Gävleborg",0,"Men"
"14960",1978,"5-9","Gävleborg",0,"Men"
"14961",1978,"10-14","Gävleborg",0,"Men"
"14962",1978,"15-19","Gävleborg",0,"Men"
"14963",1978,"20-24","Gävleborg",0,"Men"
"14964",1978,"25-29","Gävleborg",0,"Men"
"14965",1978,"30-34","Gävleborg",0,"Men"
"14966",1978,"35-39","Gävleborg",0,"Men"
"14967",1978,"40-44","Gävleborg",0,"Men"
"14968",1978,"45-49","Gävleborg",0,"Men"
"14969",1978,"50-54","Gävleborg",0,"Men"
"14970",1978,"55-59","Gävleborg",0,"Men"
"14971",1978,"60-64","Gävleborg",34.63,"Men"
"14972",1978,"65-69","Gävleborg",35.68,"Men"
"14973",1978,"70-74","Gävleborg",14.79,"Men"
"14974",1978,"75-59","Gävleborg",0,"Men"
"14975",1978,"80-84","Gävleborg",122.72,"Men"
"14976",1978,"85+","Gävleborg",421.94,"Men"
"14977",1978,"0-4","Västernorrland",0,"Men"
"14978",1978,"5-9","Västernorrland",0,"Men"
"14979",1978,"10-14","Västernorrland",0,"Men"
"14980",1978,"15-19","Västernorrland",0,"Men"
"14981",1978,"20-24","Västernorrland",0,"Men"
"14982",1978,"25-29","Västernorrland",0,"Men"
"14983",1978,"30-34","Västernorrland",0,"Men"
"14984",1978,"35-39","Västernorrland",0,"Men"
"14985",1978,"40-44","Västernorrland",0,"Men"
"14986",1978,"45-49","Västernorrland",0,"Men"
"14987",1978,"50-54","Västernorrland",0,"Men"
"14988",1978,"55-59","Västernorrland",11.36,"Men"
"14989",1978,"60-64","Västernorrland",12.65,"Men"
"14990",1978,"65-69","Västernorrland",26.06,"Men"
"14991",1978,"70-74","Västernorrland",49.26,"Men"
"14992",1978,"75-59","Västernorrland",48.9,"Men"
"14993",1978,"80-84","Västernorrland",188.46,"Men"
"14994",1978,"85+","Västernorrland",0,"Men"
"14995",1978,"0-4","Jämtland",0,"Men"
"14996",1978,"5-9","Jämtland",0,"Men"
"14997",1978,"10-14","Jämtland",0,"Men"
"14998",1978,"15-19","Jämtland",0,"Men"
"14999",1978,"20-24","Jämtland",0,"Men"
"15000",1978,"25-29","Jämtland",0,"Men"
"15001",1978,"30-34","Jämtland",0,"Men"
"15002",1978,"35-39","Jämtland",0,"Men"
"15003",1978,"40-44","Jämtland",0,"Men"
"15004",1978,"45-49","Jämtland",0,"Men"
"15005",1978,"50-54","Jämtland",0,"Men"
"15006",1978,"55-59","Jämtland",21.27,"Men"
"15007",1978,"60-64","Jämtland",0,"Men"
"15008",1978,"65-69","Jämtland",0,"Men"
"15009",1978,"70-74","Jämtland",61.92,"Men"
"15010",1978,"75-59","Jämtland",85.49,"Men"
"15011",1978,"80-84","Jämtland",218.82,"Men"
"15012",1978,"85+","Jämtland",118.27,"Men"
"15013",1978,"0-4","Västerbotten",0,"Men"
"15014",1978,"5-9","Västerbotten",0,"Men"
"15015",1978,"10-14","Västerbotten",0,"Men"
"15016",1978,"15-19","Västerbotten",0,"Men"
"15017",1978,"20-24","Västerbotten",0,"Men"
"15018",1978,"25-29","Västerbotten",0,"Men"
"15019",1978,"30-34","Västerbotten",0,"Men"
"15020",1978,"35-39","Västerbotten",0,"Men"
"15021",1978,"40-44","Västerbotten",0,"Men"
"15022",1978,"45-49","Västerbotten",0,"Men"
"15023",1978,"50-54","Västerbotten",0,"Men"
"15024",1978,"55-59","Västerbotten",13.3,"Men"
"15025",1978,"60-64","Västerbotten",14.3,"Men"
"15026",1978,"65-69","Västerbotten",15.97,"Men"
"15027",1978,"70-74","Västerbotten",20.55,"Men"
"15028",1978,"75-59","Västerbotten",127.59,"Men"
"15029",1978,"80-84","Västerbotten",121.88,"Men"
"15030",1978,"85+","Västerbotten",356.08,"Men"
"15031",1978,"0-4","Norrbotten",0,"Men"
"15032",1978,"5-9","Norrbotten",0,"Men"
"15033",1978,"10-14","Norrbotten",0,"Men"
"15034",1978,"15-19","Norrbotten",0,"Men"
"15035",1978,"20-24","Norrbotten",0,"Men"
"15036",1978,"25-29","Norrbotten",0,"Men"
"15037",1978,"30-34","Norrbotten",0,"Men"
"15038",1978,"35-39","Norrbotten",0,"Men"
"15039",1978,"40-44","Norrbotten",0,"Men"
"15040",1978,"45-49","Norrbotten",0,"Men"
"15041",1978,"50-54","Norrbotten",0,"Men"
"15042",1978,"55-59","Norrbotten",13.02,"Men"
"15043",1978,"60-64","Norrbotten",0,"Men"
"15044",1978,"65-69","Norrbotten",32.22,"Men"
"15045",1978,"70-74","Norrbotten",21.8,"Men"
"15046",1978,"75-59","Norrbotten",134.03,"Men"
"15047",1978,"80-84","Norrbotten",66.27,"Men"
"15048",1978,"85+","Norrbotten",0,"Men"
"15049",1977,"0-4","Sweden",0,"Men"
"15050",1977,"5-9","Sweden",0,"Men"
"15051",1977,"10-14","Sweden",0,"Men"
"15052",1977,"15-19","Sweden",0,"Men"
"15053",1977,"20-24","Sweden",0.7,"Men"
"15054",1977,"25-29","Sweden",0,"Men"
"15055",1977,"30-34","Sweden",0.87,"Men"
"15056",1977,"35-39","Sweden",1.91,"Men"
"15057",1977,"40-44","Sweden",0.45,"Men"
"15058",1977,"45-49","Sweden",4.4,"Men"
"15059",1977,"50-54","Sweden",5.33,"Men"
"15060",1977,"55-59","Sweden",11.76,"Men"
"15061",1977,"60-64","Sweden",18.6,"Men"
"15062",1977,"65-69","Sweden",39.24,"Men"
"15063",1977,"70-74","Sweden",64.15,"Men"
"15064",1977,"75-59","Sweden",97.32,"Men"
"15065",1977,"80-84","Sweden",159.7,"Men"
"15066",1977,"85+","Sweden",289.45,"Men"
"15067",1977,"0-4","Stockholm",0,"Men"
"15068",1977,"5-9","Stockholm",0,"Men"
"15069",1977,"10-14","Stockholm",0,"Men"
"15070",1977,"15-19","Stockholm",0,"Men"
"15071",1977,"20-24","Stockholm",1.9,"Men"
"15072",1977,"25-29","Stockholm",0,"Men"
"15073",1977,"30-34","Stockholm",1.38,"Men"
"15074",1977,"35-39","Stockholm",0,"Men"
"15075",1977,"40-44","Stockholm",0,"Men"
"15076",1977,"45-49","Stockholm",2.49,"Men"
"15077",1977,"50-54","Stockholm",9.11,"Men"
"15078",1977,"55-59","Stockholm",10.99,"Men"
"15079",1977,"60-64","Stockholm",26.29,"Men"
"15080",1977,"65-69","Stockholm",37.24,"Men"
"15081",1977,"70-74","Stockholm",58.76,"Men"
"15082",1977,"75-59","Stockholm",124.69,"Men"
"15083",1977,"80-84","Stockholm",156.74,"Men"
"15084",1977,"85+","Stockholm",241.58,"Men"
"15085",1977,"0-4","Uppsala",0,"Men"
"15086",1977,"5-9","Uppsala",0,"Men"
"15087",1977,"10-14","Uppsala",0,"Men"
"15088",1977,"15-19","Uppsala",0,"Men"
"15089",1977,"20-24","Uppsala",0,"Men"
"15090",1977,"25-29","Uppsala",0,"Men"
"15091",1977,"30-34","Uppsala",0,"Men"
"15092",1977,"35-39","Uppsala",0,"Men"
"15093",1977,"40-44","Uppsala",0,"Men"
"15094",1977,"45-49","Uppsala",0,"Men"
"15095",1977,"50-54","Uppsala",15.62,"Men"
"15096",1977,"55-59","Uppsala",15.34,"Men"
"15097",1977,"60-64","Uppsala",0,"Men"
"15098",1977,"65-69","Uppsala",53.25,"Men"
"15099",1977,"70-74","Uppsala",22.02,"Men"
"15100",1977,"75-59","Uppsala",0,"Men"
"15101",1977,"80-84","Uppsala",108.25,"Men"
"15102",1977,"85+","Uppsala",498.01,"Men"
"15103",1977,"0-4","Södermanland",0,"Men"
"15104",1977,"5-9","Södermanland",0,"Men"
"15105",1977,"10-14","Södermanland",0,"Men"
"15106",1977,"15-19","Södermanland",0,"Men"
"15107",1977,"20-24","Södermanland",0,"Men"
"15108",1977,"25-29","Södermanland",0,"Men"
"15109",1977,"30-34","Södermanland",0,"Men"
"15110",1977,"35-39","Södermanland",12.39,"Men"
"15111",1977,"40-44","Södermanland",0,"Men"
"15112",1977,"45-49","Södermanland",0,"Men"
"15113",1977,"50-54","Södermanland",0,"Men"
"15114",1977,"55-59","Södermanland",13.05,"Men"
"15115",1977,"60-64","Södermanland",28.51,"Men"
"15116",1977,"65-69","Södermanland",15.31,"Men"
"15117",1977,"70-74","Södermanland",40.29,"Men"
"15118",1977,"75-59","Södermanland",91.73,"Men"
"15119",1977,"80-84","Södermanland",56.9,"Men"
"15120",1977,"85+","Södermanland",420.83,"Men"
"15121",1977,"0-4","Östergötland",0,"Men"
"15122",1977,"5-9","Östergötland",0,"Men"
"15123",1977,"10-14","Östergötland",0,"Men"
"15124",1977,"15-19","Östergötland",0,"Men"
"15125",1977,"20-24","Östergötland",0,"Men"
"15126",1977,"25-29","Östergötland",0,"Men"
"15127",1977,"30-34","Östergötland",0,"Men"
"15128",1977,"35-39","Östergötland",0,"Men"
"15129",1977,"40-44","Östergötland",0,"Men"
"15130",1977,"45-49","Östergötland",9.58,"Men"
"15131",1977,"50-54","Östergötland",0,"Men"
"15132",1977,"55-59","Östergötland",8.26,"Men"
"15133",1977,"60-64","Östergötland",36.22,"Men"
"15134",1977,"65-69","Östergötland",49.05,"Men"
"15135",1977,"70-74","Östergötland",63.56,"Men"
"15136",1977,"75-59","Östergötland",0,"Men"
"15137",1977,"80-84","Östergötland",73.17,"Men"
"15138",1977,"85+","Östergötland",335.23,"Men"
"15139",1977,"0-4","Jönköping",0,"Men"
"15140",1977,"5-9","Jönköping",0,"Men"
"15141",1977,"10-14","Jönköping",0,"Men"
"15142",1977,"15-19","Jönköping",0,"Men"
